,tot_view_before_x,totdat_YJwordview_before_x,tot_view_after_x,totdat_YJwordview_after_x,YJwordview_before_x,YJwordview_after_x,sta_YJview_before_x,sta_YJview_after_x,diff_sta_YJ_view
ëÂã¥,412581,4.045265991,197854,3.85416342,5.120001625,6.1610409,-0.259950046,-1.100235952,0.840285906
îÁïÜ,412581,4.045265991,661476,3.905726379,5.120001625,6.394597116,-0.259950046,-0.368203911,0.108253865
ç`‡S,410542,4.045029835,60774,3.786484443,5.119485748,5.894806663,-0.263343163,-1.934690266,1.671347103
?éq,405232,4.044407972,399246,3.886005286,5.118128038,6.301277477,-0.272273322,-0.660694374,0.388421052
îÌìÆ,404221,4.044288431,90078,3.811268633,5.117867167,5.988083787,-0.273989166,-1.642333057,1.368343892
Part2,400697,4.043868847,388132,3.884828363,5.116951831,6.295878567,-0.280009666,-0.677616105,0.397606439
éOå˚,400581,4.043854958,369230,3.882726934,5.11692154,6.28628314,-0.2802089,-0.70769092,0.42748202
êlò“,398518,4.043607117,178182,3.848923133,5.116381105,6.139017192,-0.283763544,-1.169264557,0.885501013
ëÂó´,398518,4.043607117,471769,3.892798378,5.116381105,6.332799491,-0.283763544,-0.561895359,0.278131815
ñ@ó•,398518,4.043607117,55452,3.780358951,5.116381105,5.872398692,-0.283763544,-2.004923262,1.721159718
ë≈èµåƒ,398518,4.043607117,437524,3.889766011,5.116381105,6.31865144,-0.283763544,-0.606239403,0.322475859
ñ ëä,398478,4.043602296,562134,3.899636212,5.116370594,6.365177326,-0.283832679,-0.460413957,0.176581278
ôÆ,398188,4.043567325,247916,3.86500088,5.116294351,6.207482908,-0.284334154,-0.954673406,0.670339251
Ëêõèåd,398043,4.043549828,315740,3.875969433,5.116256205,6.255802911,-0.284585053,-0.803224682,0.518639629
ì˙âÿ,398043,4.043549828,82360,3.805836531,5.116256205,5.967263358,-0.284585053,-1.707590243,1.42300519
?,398043,4.043549828,577632,3.900671115,5.116256205,6.370136974,-0.284585053,-0.444868999,0.160283946
??,398043,4.043549828,577632,3.900671115,5.116256205,6.370136974,-0.284585053,-0.444868999,0.160283946
ÈPê∂,398043,4.043549828,163451,3.844502268,5.116256205,6.120645836,-0.284585053,-1.226845647,0.942260594
ìûèÍ,398043,4.043549828,289111,3.872048681,5.116256205,6.238371422,-0.284585053,-0.857859961,0.573274908
îèùE,398043,4.043549828,597726,3.901962525,5.116256205,6.376348396,-0.284585053,-0.425400623,0.14081557
èjïü,398043,4.043549828,454518,3.891306421,5.116256205,6.325822743,-0.284585053,-0.583762484,0.299177431
éqèó,395104,4.04319347,107831,3.821821648,5.115479492,6.029179576,-0.289693781,-1.51352709,1.223833309
ã∞íÜ,390234,4.042595707,333570,3.878371164,5.114177395,6.266571678,-0.298258156,-0.769472286,0.47121413
íBê¨,390234,4.042595707,175514,3.848156994,5.114177395,6.135819948,-0.298258156,-1.179285637,0.881027482
˙ùâ¡,390234,4.042595707,68891,3.79464262,5.114177395,5.925035433,-0.298258156,-1.839944649,1.541686494
ùDéñ,390234,4.042595707,520094,3.896639804,5.114177395,6.350906343,-0.298258156,-0.505143303,0.206885147
üﬁë´,390234,4.042595707,170831,3.846776474,5.114177395,6.130073116,-0.298258156,-1.197297853,0.899039698
íÜìr,389400,4.042492415,94036,3.813834031,5.113952493,5.997994055,-0.29973742,-1.61127144,1.31153402
àÍêÁ,388821,4.042420543,103075,3.819219234,5.113796023,6.018963551,-0.300766582,-1.545547036,1.244780454
çZí∑,388764,4.042413461,671973,3.906302737,5.113780604,6.397411001,-0.300867995,-0.359384391,0.058516395
ã\?,387869,4.042302084,407416,3.886844708,5.113538156,6.30513922,-0.302462665,-0.648590566,0.346127901
êeéq,387869,4.042302084,349989,3.88044538,5.113538156,6.275928754,-0.302462665,-0.740144529,0.437681864
äpêFïØââ,387869,4.042302084,375320,3.883418365,5.113538156,6.289434066,-0.302462665,-0.697815016,0.395352351
?,386575,4.042140491,215232,3.858279021,5.113186458,6.178532202,-0.304775915,-1.045413207,0.740637292
åRï˚,386270,4.042102305,89091,3.810606952,5.11310336,5.98553582,-0.30532248,-1.650319114,1.344996634
ê¨ê^,385756,4.04203787,46919,3.768827686,5.112963145,5.830857419,-0.306244726,-2.135125503,1.828880777
è¨?åÛ,385756,4.04203787,371553,3.882992343,5.112963145,6.287491916,-0.306244726,-0.703902269,0.397657544
êVâÃ,385342,4.041985893,85118,3.807847971,5.112850049,5.974947234,-0.306988597,-1.683506776,1.376518179
?ê ,384118,4.041831817,526815,3.897138732,5.112514843,6.353273515,-0.309193372,-0.497723908,0.188530536
èdââ,382170,4.041585351,397919,3.885866923,5.111978765,6.300641826,-0.312719356,-0.662686686,0.34996733
Á¨ã@,381771,4.041534677,167001,3.845611865,5.111868566,6.125239306,-0.313444174,-1.212448397,0.899004223
óé?,381110,4.041450583,76329,3.801129739,5.111685708,5.949398637,-0.314646897,-1.763583392,1.448936495
ê≥?,380000,4.041308962,268981,3.868773089,5.1113778,6.22394556,-0.316672123,-0.903074739,0.586402616
ínñ ,378778,4.041152459,227079,3.860854269,5.111037599,6.189566595,-0.31890975,-1.010828258,0.691918508
ëÂç_,377784,4.041024695,282561,3.871014888,5.11075992,6.233805231,-0.320736147,-0.872171709,0.551435562
ìAèB,377784,4.041024695,282561,3.871014888,5.11075992,6.233805231,-0.320736147,-0.872171709,0.551435562
éOé`,377453,4.040982058,503466,3.895370104,5.110667263,6.344898368,-0.321345587,-0.523974015,0.202628427
ä¥â∂,377453,4.040982058,100833,3.817939969,5.110667263,6.013961542,-0.321345587,-1.561224766,1.239879179
Tina,376916,4.040912786,192228,3.852733412,5.110516736,6.155003777,-0.322335653,-1.119158025,0.796822371
çHãÔ,375490,4.040728244,377284,3.883638371,5.110115789,6.29043794,-0.324972832,-0.694668586,0.369695754
ô_êl,375490,4.040728244,261866,3.867541429,5.110115789,6.218552873,-0.324972832,-0.919976964,0.595004132
è\â≠,375090,4.040676323,118246,3.827051792,5.110003,6.049878103,-0.325714688,-1.44865198,1.122937292
?,374175,4.040557297,207852,3.856583728,5.109744463,6.171306101,-0.327415183,-1.068061874,0.740646691
ëóãã,373869,4.040517411,334652,3.878511738,5.109657835,6.26720415,-0.327984964,-0.767489936,0.439504973
ããâ‰,373869,4.040517411,532948,3.897587136,5.109657835,6.355404043,-0.327984964,-0.491046223,0.16306126
ã}é˘,371990,4.040271604,599638,3.902082581,5.109124064,6.376927121,-0.331495771,-0.423586735,0.092090964
çÏ?,371990,4.040271604,251922,3.865748345,5.109124064,6.210732416,-0.331495771,-0.944488516,0.612992745
çπà…,371813,4.04024837,330308,3.8779439,5.10907362,6.264650807,-0.331827559,-0.775492845,0.443665286
ëÂîå,371642,4.040225911,116457,3.826195202,5.10902486,6.046472602,-0.332148276,-1.459325797,1.12717752
?,370988,4.040139897,661450,3.905724937,5.108838128,6.394590084,-0.333376481,-0.368225951,0.03484947
ê¢ã«,370988,4.040139897,416868,3.887790047,5.108838128,6.309499353,-0.333376481,-0.634924663,0.301548181
Ázå¸,369288,4.039915433,427668,3.888838027,5.108350924,6.314346771,-0.336581001,-0.619731467,0.283150465
?,367491,4.039676769,636325,3.904297758,5.107833047,6.387644788,-0.339987267,-0.389994498,0.050007231
ñ¿òf,367491,4.039676769,634180,3.904172668,5.107833047,6.387037556,-0.339987267,-0.391897737,0.05191047
åöêß,367398,4.039664378,383892,3.884368242,5.107806165,6.293772739,-0.340164083,-0.684216371,0.344052288
ëﬂ,366264,4.039512978,481969,3.893648896,5.107477726,6.336790534,-0.342324344,-0.549386288,0.207061944
ú‰ËY,364082,4.039220024,116454,3.826193752,5.106842383,6.046466842,-0.346503232,-1.459343851,1.112840618
ãüú‰,364082,4.039220024,232908,3.862060629,5.106842383,6.194759788,-0.346503232,-0.994551306,0.648048074
ËY,364082,4.039220024,575746,3.900547036,5.106842383,6.369541494,-0.346503232,-0.446735404,0.100232172
ëñèo,364082,4.039220024,215036,3.858234939,5.106842383,6.178343924,-0.346503232,-1.046003324,0.699500091
íÜì˙,363389,4.039126528,362187,3.881909356,5.106639662,6.282565183,-0.347836602,-0.719344061,0.371507459
êπ,363389,4.039126528,320775,3.876664469,5.106639662,6.2589121,-0.347836602,-0.793479594,0.445642992
êπía,363389,4.039126528,77337,3.801948065,5.106639662,5.952493106,-0.347836602,-1.753884439,1.406047837
?,362910,4.039061775,96806,3.815550659,5.106499276,6.004653795,-0.348759971,-1.59039791,1.241637939
?ä§,362742,4.039039039,149777,3.839929519,5.106449987,6.101837413,-0.349084164,-1.285796631,0.936712466
òãc,358734,4.038492737,502306,3.895279581,5.105266071,6.344470912,-0.356871217,-0.525313785,0.168442568
ä∑,358734,4.038492737,503600,3.895380544,5.105266071,6.344947675,-0.356871217,-0.523819472,0.166948256
Íyñº,356390,4.038169737,611174,3.902796949,5.104566455,6.380375231,-0.361472848,-0.412779372,0.051306523
??,356065,4.038124745,398712,3.885949676,5.104469025,6.301021971,-0.36211368,-0.661495203,0.299381524
ñnãõ,355693,4.038073184,173108,3.847453534,5.104357377,6.132889289,-0.362848029,-1.188471159,0.82562313
?ãh,355693,4.038073184,551971,3.898938054,5.104357377,6.361840459,-0.362848029,-0.470872653,0.108024624
â^íˆ,353142,4.037717802,42173,3.761215932,5.103588033,5.803875508,-0.367908286,-2.219694538,1.851786252
õâòb,352792,4.037668796,454956,3.891345171,5.103481969,6.326003556,-0.368605909,-0.583195765,0.214589856
éÄàˆ,349027,4.037137801,234284,3.862339919,5.102333144,6.195964313,-0.376162152,-0.99077598,0.614613827
óõè¨ó¥,349027,4.037137801,199242,3.854508436,5.102333144,6.162500563,-0.376162152,-1.095660953,0.7194988
ôBäÔ,349027,4.037137801,367580,3.88253715,5.102333144,6.285419336,-0.376162152,-0.710398329,0.334236177
ç®ñ¿,349027,4.037137801,72134,3.797573428,5.102333144,5.936005905,-0.376162152,-1.805560049,1.429397896
éÊè¡,347757,4.036957088,41283,3.759669345,5.101942338,5.798434423,-0.378732632,-2.236748456,1.858015824
í¥ìn,346900,4.036834682,81151,3.804928138,5.101677671,5.96380299,-0.38047344,-1.718436025,1.337962585
ËRËUèW,344688,4.036517004,425163,3.888597915,5.100990976,6.31323484,-0.384990089,-0.623216575,0.238226487
åÉìÆ,344298,4.036460733,81732,3.805366768,5.100869367,5.965473121,-0.385789955,-1.713201357,1.327411402
ìÔà»,343662,4.036368799,283993,3.871243436,5.100670703,6.23481365,-0.387096639,-0.869011035,0.481914396
È¶‡•,343662,4.036368799,301264,3.873891598,5.100670703,6.24654234,-0.387096639,-0.832249964,0.445153325
ëIù®,343662,4.036368799,215577,3.858356494,5.100670703,6.17886314,-0.387096639,-1.044375952,0.657279313
ïséÛ,343662,4.036368799,160946,3.843701059,5.100670703,6.117336253,-0.387096639,-1.237218829,0.85012219
è§ã@,343504,4.036345927,281594,3.870859735,5.100621283,6.233120999,-0.387421696,-0.874316289,0.486894593
úEö–,343504,4.036345927,377728,3.88368791,5.100621283,6.290664068,-0.387421696,-0.693959837,0.306538141
ñ|î≈,339964,4.035830052,107518,3.821654812,5.099506957,6.028523008,-0.394751027,-1.515584963,1.120833937
óòó¶,337326,4.035441289,122700,3.829116018,5.098667661,6.058110103,-0.400271385,-1.422850537,1.022579152
óaä˙,337326,4.035441289,176011,3.848300808,5.098667661,6.136419675,-0.400271385,-1.177405919,0.777134534
è§ã∆,337326,4.035441289,325386,3.877289149,5.098667661,6.261711532,-0.400271385,-0.784705373,0.384433988
çÇö^,337326,4.035441289,291950,3.872487733,5.098667661,6.240314437,-0.400271385,-0.851769995,0.45149861
?â∫,337071,4.03540351,166896,3.845579469,5.098586123,6.12510503,-0.400807693,-1.212869257,0.812061564
èW?,337071,4.03540351,240114,3.86350096,5.098586123,6.200980685,-0.400807693,-0.975053234,0.574245541
ëOìx,336919,4.035380974,54596,3.779305297,5.098537485,5.868568561,-0.401127601,-2.01692799,1.615800389
êcï–,334739,4.035056376,267651,3.868545965,5.097837068,6.222949834,-0.405734505,-0.906195632,0.500461128
ê_äÌ,334675,4.035046807,166637,3.845499451,5.097816424,6.124773407,-0.405870285,-1.213908658,0.808038372
ë™éé,333189,4.03482399,291986,3.872493266,5.097335796,6.240338938,-0.409031551,-0.851693201,0.442661649
?îj,333011,4.034797218,352909,3.880801562,5.097278055,6.27754091,-0.409411333,-0.735091572,0.325680239
ëÂñ›,331762,4.034608862,409365,3.88704186,5.096871875,6.306047558,-0.412082934,-0.645743577,0.233660643
åÄèW,331294,4.034538059,111899,3.823936555,5.096719216,6.03752227,-0.413087028,-1.487378699,1.074291671
êÖît,326860,4.033861057,372430,3.883092005,5.095260177,6.287946048,-0.422683661,-0.702478889,0.279795228
ëgçá,324966,4.033568406,227079,3.860854269,5.094629838,6.189566595,-0.426829633,-1.010828258,0.583998625
üﬁüﬁ,324641,4.033517977,248964,3.865197869,5.094521242,6.208338696,-0.427543912,-0.95199112,0.524447208
èo?,321043,4.032955485,299554,3.873637945,5.093310391,6.245415354,-0.435508125,-0.835782261,0.400274136
ó—ïq?,320986,4.032946512,500730,3.895156176,5.09329108,6.343888373,-0.435635138,-0.52713963,0.091504492
ä≈çD,320658,4.032894836,291349,3.872395234,5.093179881,6.239904896,-0.436366534,-0.853053614,0.41668708
ëSéãäE,317406,4.032378926,124785,3.830050478,5.092070101,6.061848555,-0.443665969,-1.411133158,0.967467189
êe?,316180,4.032182731,42199,3.7612605,5.091648242,5.804032508,-0.446440687,-2.219202455,1.772761768
è„é‘,315302,4.032041647,79083,3.803334531,5.091344946,5.957746974,-0.448435582,-1.737417314,1.288981732
èzä¬,315082,4.03200622,76927,3.801616827,5.091268793,5.951239966,-0.448936464,-1.757812141,1.308875677
à£ìâ,314628,4.031933014,369230,3.882726934,5.091111445,6.28628314,-0.449971404,-0.70769092,0.257719516
ê∂éÄ,314628,4.031933014,243729,3.864203377,5.091111445,6.204022634,-0.449971404,-0.965518893,0.515547489
ìâ,314628,4.031933014,188846,3.851848429,5.091111445,6.15127788,-0.449971404,-1.130836053,0.680864649
ñhïs?ñh,314445,4.031903469,144592,3.838057429,5.091047944,6.094192736,-0.450389068,-1.309757237,0.859368169
ãò,312161,4.031532925,42833,3.7623368,5.090251736,5.807827464,-0.455626027,-2.207307976,1.751681949
ïKãé,308948,4.031005958,386685,3.884672043,5.089120012,6.295162834,-0.463069791,-0.679859417,0.216789626
ñæãè,308583,4.030945665,316693,3.876102042,5.088990573,6.256395677,-0.46392116,-0.801366786,0.337445625
ìVüÉ,307510,4.030767912,181128,3.849752661,5.088609013,6.142485418,-0.466430821,-1.158394146,0.691963325
ìØñø,306956,4.030675835,107518,3.821654812,5.088411397,6.028523008,-0.467730613,-1.515584963,1.04785435
ó`ò_,305947,4.030507608,84020,3.807057058,5.0880504,5.971922305,-0.470105021,-1.69298777,1.222882749
ASML,305947,4.030507608,267541,3.868527117,5.0880504,6.22286723,-0.470105021,-0.906454534,0.436349513
ËAê≠çO,305878,4.030496079,261533,3.867482765,5.088025662,6.218296444,-0.47026773,-0.920780687,0.450512957
?çÑ,305843,4.03049023,71992,3.797448562,5.088013112,5.93553729,-0.47035028,-1.807028821,1.336678541
ñÈìX,305843,4.03049023,495726,3.894761119,5.088013112,6.342024932,-0.47035028,-0.532980187,0.062629907
ÁÖñÖ,305843,4.03049023,183052,3.850285391,5.088013112,6.144716293,-0.47035028,-1.151401944,0.681051664
è\ã„,305498,4.030432528,185185,3.85086789,5.087889308,6.147158784,-0.471164581,-1.143746479,0.672581898
?çÑ,300574,4.029600096,221093,3.859574561,5.086104214,6.184074576,-0.482905801,-1.028041817,0.545136016
ÁŒî¸,300574,4.029600096,46160,3.767676529,5.086104214,5.826754901,-0.482905801,-2.147983969,1.665078168
?ç•,300101,4.029519246,368751,3.882671948,5.085930931,6.286032824,-0.484045548,-0.708475481,0.224429932
âçΩ,300052,4.029510862,180487,3.849573609,5.085912962,6.141736235,-0.48416374,-1.160742299,0.676578559
ó]ìV,299103,4.029348141,363679,3.882084199,5.085564259,6.283359573,-0.486457283,-0.716854217,0.230396933
à–ã∫,296574,4.028911372,425718,3.888651266,5.084628615,6.313481833,-0.492611365,-0.622442431,0.129831067
È∞ü≤,294672,4.028579845,470348,3.892678071,5.08391874,6.332235764,-0.497280468,-0.56366224,0.066381773
íK?,293872,4.028439611,377427,3.883654334,5.08361855,6.290510802,-0.49925493,-0.694440215,0.195185286
ê¨óß,291445,4.028011273,192228,3.852733412,5.08270194,6.155003777,-0.505283814,-1.119158025,0.61387421
élå‹,291299,4.027985365,81298,3.805039486,5.082646514,5.964226826,-0.505648371,-1.717107604,1.211459233
äJï˙,291299,4.027985365,224712,3.860353327,5.082646514,6.187414676,-0.505648371,-1.017572989,0.511924618
â∫ÊÈ,291299,4.027985365,129359,3.832033955,5.082646514,6.069808579,-0.505648371,-1.386184163,0.880535792
ñÕéÆ,291168,4.027962106,241599,3.86379109,5.082596754,6.202236496,-0.505975656,-0.971117163,0.465141507
çãâÿ,291027,4.027937056,423489,3.888436472,5.082543167,6.312487649,-0.506328118,-0.625558487,0.119230369
ñ[ä‘,290777,4.027892605,274648,3.869725388,5.08244808,6.228126859,-0.506953544,-0.889969354,0.38301581
ìö?,290424,4.027829759,250386,3.865463512,5.082313652,6.209493412,-0.507837722,-0.948371909,0.440534187
äÔàƒ,288728,4.027526495,162884,3.844322262,5.081665104,6.119901756,-0.512103466,-1.229177808,0.717074342
ínÍy,288728,4.027526495,218430,3.858991294,5.081665104,6.181577156,-0.512103466,-1.035869447,0.523765981
â∫ó¨,288120,4.027417241,166155,3.845350123,5.081431515,6.124154705,-0.513639869,-1.215847849,0.70220798
ëÂó§ä∑,287796,4.027358904,93295,3.813364106,5.081306799,5.996174935,-0.514460166,-1.616973084,1.102512918
çqìV,287796,4.027358904,109850,3.822883507,5.081306799,6.033363736,-0.514460166,-1.500412734,0.985952568
îtéq,286242,4.027077969,436296,3.889651818,5.080706326,6.318121102,-0.518409698,-0.607901633,0.089491935
ã¡Êb,286223,4.027074522,200541,3.854828627,5.080698961,6.163856273,-0.518458143,-1.091411768,0.572953626
éûêVï∑,285582,4.026958082,188730,3.851817725,5.080450139,6.151148752,-0.520094734,-1.131240777,0.611146043
íì,285133,4.026876327,433309,3.889372373,5.080275457,6.316824041,-0.521243687,-0.611966994,0.090723307
‚”Êö,285133,4.026876327,55126,3.779960082,5.080275457,5.870947937,-0.521243687,-2.009470343,1.488226656
ïsí ,285133,4.026876327,461690,3.891935128,5.080275457,6.328758979,-0.521243687,-0.57455948,0.053315792
ì˙äÿ,285133,4.026876327,258725,3.86698435,5.080275457,6.216119359,-0.521243687,-0.927604296,0.406360608
ìAèGï∂,284882,4.026830555,302996,3.874146692,5.080177665,6.24767649,-0.521886901,-0.828695211,0.30680831
êßé~,282524,4.026398106,224621,3.860333937,5.079253992,6.187331435,-0.527962233,-1.01783389,0.489871657
àÍö†,282384,4.02637229,129434,3.832065747,5.079198867,6.069936441,-0.528324812,-1.385783409,0.857458597
íjï˚,281269,4.026166121,69080,3.794818109,5.078758685,5.925690638,-0.531220055,-1.837891047,1.306670993
?,280950,4.02610695,103545,3.819483017,5.078632372,6.019996579,-0.532050861,-1.542309232,1.010258371
ìdéq,279574,4.025850764,138297,3.835668804,5.078085586,6.084484675,-0.535647275,-1.340185077,0.804537802
äËåi,279574,4.025850764,108532,3.822193116,5.078085586,6.030642269,-0.535647275,-1.508942593,0.973295318
íÜö†âª,279574,4.025850764,71663,3.797158075,5.078085586,5.934447536,-0.535647275,-1.810444421,1.274797147
2030,279574,4.025850764,211363,3.857399457,5.078085586,6.174779381,-0.535647275,-1.057175619,0.521528345
ñkìl,279002,4.02574381,378417,3.883764641,5.077857357,6.291014381,-0.53714842,-0.692861857,0.155713437
òQí™,278307,4.025613491,453698,3.891233752,5.07757931,6.325483706,-0.538977238,-0.584825124,0.045847886
??,276827,4.025334633,89143,3.81064204,5.076984482,5.985670853,-0.542889642,-1.649895883,1.107006241
â§àÍÍy,276802,4.025329907,393792,3.885432906,5.076974402,6.298649544,-0.542955941,-0.668931069,0.125975127
àÍÍy,276802,4.025329907,196896,3.853923524,5.076974402,6.160026683,-0.542955941,-1.1034148,0.560458859
?,274139,4.024823426,99047,3.816895249,5.075894528,6.009886231,-0.550058668,-1.573997956,1.023939288
BNO,274139,4.024823426,311133,3.875321263,5.075894528,6.252908604,-0.550058668,-0.81229627,0.262237602
è⁄ç◊,269489,4.023924291,377112,3.883619161,5.073979026,6.29035026,-0.562657631,-0.6949434,0.132285769
å˘à¯,268721,4.023773945,302330,3.874048817,5.073658923,6.247241247,-0.564763063,-0.830059389,0.265296326
ïÒú‰,268632,4.023756488,317276,3.87618292,5.073621759,6.256757311,-0.565007509,-0.80023332,0.235225811
ë\éuàÃ,265419,4.023121433,184672,3.850728562,5.072270298,6.146574259,-0.573896562,-1.145578546,0.571681984
í«ñ≤,263256,4.022688539,36732,3.751054268,5.071349619,5.768372742,-0.579952209,-2.330970371,1.751018162
ñüà–éj,257495,4.021513785,180487,3.849573609,5.068853441,6.141736235,-0.596370491,-1.160742299,0.564371808
ùDòT,255362,4.02107057,258725,3.86698435,5.06791254,6.216119359,-0.602559141,-0.927604296,0.325045155
ìy?ël,251291,4.020211826,350932,3.880560811,5.066090855,6.276451046,-0.614541033,-0.738507516,0.123966484
ãäìZ,250179,4.019974266,51341,3.775102227,5.065587224,5.85335952,-0.617853603,-2.064597479,1.446743875
ïƒé≈ò@,249530,4.019835014,166199,3.845363777,5.065292071,6.124211268,-0.619794934,-1.215670564,0.59587563
èüín,249530,4.019835014,62888,3.788734687,5.065292071,5.903099972,-0.619794934,-1.908696662,1.288901728
ùÖë™,248853,4.019689278,172686,3.847328895,5.064983221,6.132370531,-0.621826353,-1.190097098,0.568270745
éOìx,248853,4.019689278,192166,3.852717363,5.064983221,6.15493614,-0.621826353,-1.119370018,0.497543666
??,246675,4.01921708,126600,3.83084822,5.063982872,6.065045954,-0.628406013,-1.401111596,0.772705583
êÆçá,245733,4.019011252,108532,3.822193116,5.063546995,6.030642269,-0.63127294,-1.508942593,0.877669653
ñØäÈ,245654,4.018993946,126175,3.830662705,5.063510351,6.06430191,-0.631513959,-1.403443641,0.771929682
ô[,245654,4.018993946,116336,3.826136675,5.063510351,6.046240141,-0.631513959,-1.460054396,0.828540437
òaâ,245654,4.018993946,351028,3.880572541,5.063510351,6.276504128,-0.631513959,-0.738341142,0.106827183
èWò,244696,4.018783537,109952,3.822936506,5.063064883,6.033572813,-0.634443965,-1.499757429,0.865313464
éëã‡,244696,4.018783537,260000,3.867211492,5.063064883,6.217111174,-0.634443965,-0.924495664,0.290051699
ëzãN,243330,4.018481751,353631,3.880889065,5.06242614,6.277937211,-0.638645216,-0.733849449,0.095204233
?éáä˚,243330,4.018481751,162555,3.844217457,5.06242614,6.119468664,-0.638645216,-1.230535241,0.591890024
óEé“,242756,4.018354313,270097,3.868962592,5.062156478,6.224776795,-0.64041888,-0.900469411,0.260050532
ñÇâπ,241910,4.018165807,96273,3.815225143,5.061757664,6.003389179,-0.643042028,-1.594361576,0.951319548
LokB,241910,4.018165807,196702,3.853874767,5.061757664,6.15982062,-0.643042028,-1.104060659,0.46101863
òƒ,241910,4.018165807,252155,3.865791363,5.061757664,6.210919619,-0.643042028,-0.943901768,0.30085974
ëÂÈß,241233,4.01801437,99401,3.817104178,5.061437336,6.010700547,-0.645148943,-1.571445658,0.926296715
âÒ?,241233,4.01801437,353951,3.880927777,5.061437336,6.278112566,-0.645148943,-0.733299839,0.088150896
é®åı,241233,4.01801437,297364,3.873310441,5.061437336,6.243961373,-0.645148943,-0.840339454,0.195190511
ê¨?,240034,4.017744875,184615,3.850713051,5.060867419,6.146509199,-0.648897495,-1.145782464,0.496884968
û©,238808,4.017467587,63002,3.788853346,5.0602812,5.903538227,-0.652753279,-1.907323046,1.254569768
ã~ñΩâ∂êl,236584,4.016960059,279803,3.870570612,5.059208699,6.231846688,-0.659807509,-0.878310345,0.218502835
ò“ñK,236584,4.016960059,200541,3.854828627,5.059208699,6.163856273,-0.659807509,-1.091411768,0.431604259
ä≈ñ],236584,4.016960059,279803,3.870570612,5.059208699,6.231846688,-0.659807509,-0.878310345,0.218502835
éwñ‰,235338,4.016673133,229779,3.861417798,5.058602638,6.191990565,-0.663793796,-1.003230842,0.339437047
È`,235338,4.016673133,49876,3.773100614,5.058602638,5.846155147,-0.663793796,-2.087178044,1.423384248
ñÈî—,234919,4.016576225,116457,3.826195202,5.058397987,6.046472602,-0.665139863,-1.459325797,0.794185933
ôKçd,233237,4.016185043,265808,3.868228899,5.057572112,6.221560773,-0.670571942,-0.910549345,0.239977403
Rosalina,232342,4.01597547,121506,3.828571928,5.057129803,6.05593681,-0.673481172,-1.429662258,0.756181086
ïså©,231832,4.015855602,343430,3.879631628,5.056876865,6.272251463,-0.675144841,-0.751670211,0.07652537
ó{ê∂,231832,4.015855602,121762,3.828689143,5.056876865,6.0564048,-0.675144841,-1.428195446,0.753050604
és?,231696,4.015823582,188864,3.851853191,5.056809304,6.151297909,-0.675589213,-1.130773276,0.455184063
èˆ·¢,231696,4.015823582,269708,3.868896648,5.056809304,6.224487496,-0.675589213,-0.90137616,0.225786947
îFà◊,231602,4.015801437,92908,3.813116826,5.056762581,5.995218375,-0.675896531,-1.619971216,0.944074684
ë¶ãª,230758,4.015602106,131329,3.832861476,5.056342062,6.073139615,-0.67866244,-1.375743745,0.697081305
„ä,230533,4.015548814,102376,3.818824142,5.056229651,6.017417326,-0.679401804,-1.550393348,0.870991545
ä≈âﬂ,228857,4.015149818,162948,3.84434262,5.055388242,6.11998589,-0.684936065,-1.228914107,0.543978043
ïêå˜,227519,4.014828688,105615,3.820627271,5.054711306,6.024484166,-0.689388522,-1.52824385,0.838855328
ïâï],227233,4.014759744,68970,3.794716045,5.054566002,5.925309548,-0.690344235,-1.839085493,1.148741258
êXî¸,227233,4.014759744,99478,3.817149501,5.054566002,6.010877239,-0.690344235,-1.570891855,0.88054762
îö‡yê´,223918,4.013952702,124074,3.829734021,5.052865961,6.060581687,-0.70152603,-1.415103884,0.713577853
ÍyéZ,223918,4.013952702,74804,3.799865742,5.052865961,5.944628279,-0.70152603,-1.77853506,1.077009029
êló¨,223918,4.013952702,49876,3.773100614,5.052865961,5.846155147,-0.70152603,-2.087178044,1.385652014
ì~ìV,223640,4.013884353,115438,3.825699929,5.052722051,6.044506362,-0.702472579,-1.465488556,0.763015977
î¸çb,223545,4.013860972,46160,3.767676529,5.052672825,5.826754901,-0.702796357,-2.147983969,1.445187612
íˆìx,223050,4.013738946,295710,3.873061094,5.052415933,6.242855219,-0.704486031,-0.843806455,0.139320424
í≤ã≥,221954,4.013467568,85998,3.808472729,5.051844747,5.977339972,-0.708242936,-1.67600725,0.967764314
ñ≥í[,221668,4.01339648,45015,3.765894536,5.051695151,5.82041973,-0.709226883,-2.167840209,1.458613325
ÍyûÈ,221668,4.01339648,298884,3.873538067,5.051695151,6.244971805,-0.709226883,-0.837172469,0.127945585
îFÊö,220539,4.013114746,267541,3.868527117,5.051102391,6.22286723,-0.713125685,-0.906454534,0.193328849
èKíÈ,219979,4.012974339,251105,3.865597112,5.050807049,6.210074453,-0.715068257,-0.94655076,0.231482503
õ{èK,219181,4.012773496,173798,3.847656515,5.050384657,6.133734431,-0.717846484,-1.185822245,0.467975761
âeâ@,218714,4.01265554,121075,3.828373887,5.050136629,6.055146388,-0.719477858,-1.432139669,0.712661811
?ê¬â],218232,4.012533469,258924,3.867019893,5.04987998,6.216274523,-0.721165928,-0.927117968,0.20595204
â∫êÖìπ,215751,4.011899817,154728,3.841643212,5.048548312,6.108863365,-0.729924802,-1.263775284,0.533850481
