,tot_view_before_x,totdat_YJwordview_before_x,tot_view_after_x,totdat_YJwordview_after_x,YJwordview_before_x,YJwordview_after_x,sta_YJview_before_x,sta_YJview_after_x,diff_sta_YJ_view
ãI?ï–,3601540,4.126117964,835868,3.91406599,5.307691679,6.435837216,0.974556548,-0.238945634,1.213502182
â∆êl,3564762,4.125824007,1513744,3.933191659,5.306959804,6.535104726,0.969742738,0.07218716,0.897555578
îíó¥în,3561801,4.125800178,1328318,3.929220365,5.306900495,6.513907234,0.969352642,0.005748154,0.963604488
è„ââ,3561801,4.125800178,6552522,3.969964793,5.306900495,6.74996309,0.969352642,0.745614782,0.22373786
í¥âz,3557869,4.125768496,3865464,3.958221402,5.306821647,6.677188037,0.968834032,0.517516932,0.4513171
èÓ,3543928,4.125655819,1864839,3.939271571,5.306541264,6.568213198,0.966989846,0.175958591,0.791031255
?˙∫?,3543928,4.125655819,1060587,3.922072169,5.306541264,6.476548885,0.966989846,-0.111343607,1.078333454
ñ°ìπ,3514544,4.125416521,851764,3.9147167,5.305946021,6.439103819,0.963074712,-0.228707163,1.191781875
‚‹,3502975,4.125321626,1395513,3.930735188,5.305710056,6.52195431,0.961522689,0.030969993,0.930552695
ê∏âÿ,3494085,4.125248442,7281316,3.972133674,5.305528111,6.763923484,0.960325965,0.789370652,0.170955314
å©Êö,3459490,4.124961446,496607,3.894831032,5.304814866,6.342354543,0.955634691,-0.531947091,1.487581782
ã≠,3459490,4.124961446,5650612,3.966822495,5.304814866,6.730038446,0.955634691,0.683165242,0.272469449
îÚ,3459490,4.124961446,6974592,3.971255384,5.304814866,6.758249215,0.955634691,0.771585869,0.184048821
??,3447966,4.124865056,5527416,3.966344856,5.304575413,6.727040026,0.95405972,0.673767337,0.280292383
ïsèZ,3419990,4.124629391,1734652,3.937197543,5.303990176,6.55682684,0.950210402,0.140270486,0.809939916
å◊,3419124,4.124622058,2681298,3.949137586,5.30397197,6.623776951,0.950090656,0.350111297,0.599979359
à”,3336546,4.123912082,3941710,3.958683816,5.302210616,6.679970275,0.93850558,0.526237261,0.412268319
äÓñ{ñ@,3336546,4.123912082,64717,3.79060678,5.302210616,5.910025294,0.93850558,-1.886990721,2.825496301
à”ã`,3336546,4.123912082,1294090,3.928411526,5.302210616,6.509629612,0.93850558,-0.007659139,0.946164719
ã‚çs,3279860,4.123412028,2117445,3.942824006,5.30097161,6.587946835,0.930356182,0.237809457,0.692546725
çáçÏ,3270501,4.123328441,4704840,3.962773508,5.300764628,6.70486311,0.928994783,0.604258533,0.32473625
?,3245145,4.12310049,4448070,3.961495897,5.300200343,6.697030471,0.925283274,0.579708801,0.345574473
éjè„,3245145,4.12310049,899984,3.91660154,5.300200343,6.448607217,0.925283274,-0.198920794,1.124204068
ùT,3244518,4.123094825,4845910,3.963438993,5.300186324,6.708963721,0.925191065,0.617111022,0.308080043
ïÉïÍ,3243460,4.123085263,8875776,3.976056645,5.300162661,6.789630175,0.925035424,0.869942782,0.055092642
ó¢,3218800,4.122861304,7598290,3.97299413,5.299608534,6.769510755,0.92139073,0.806882759,0.114507971
ï™êÕ,3208470,4.122766857,6514656,3.969843959,5.299374928,6.749190408,0.919854216,0.743192974,0.176661242
çˆ,3202475,4.122711872,7352681,3.972331423,5.299238949,6.765205056,0.918959834,0.793387467,0.125572367
ó—çm,3199995,4.122689089,4668587,3.962598462,5.29918261,6.703786876,0.918589273,0.600885308,0.317703965
?,3198830,4.122678379,3862557,3.958203547,5.299156127,6.677080737,0.918415082,0.517180623,0.401234459
ÂJé·å≥,3188144,4.122579915,4587120,3.962198843,5.298912678,6.701333586,0.916813826,0.593195994,0.323617832
åéãÖ,3183394,4.122536016,109850,3.822883507,5.298804155,6.033363736,0.916100031,-1.500412734,2.416512765
ï‘,3183394,4.122536016,3235225,3.953903665,5.298804155,6.651512297,0.916100031,0.437041812,0.479058219
õç,3164994,4.122365199,2828420,3.950515793,5.298381968,6.631734192,0.913323154,0.375051571,0.538271583
èÓâÃ,3164994,4.122365199,86934,3.809128556,5.298381968,5.979854841,0.913323154,-1.668124931,2.581448084
íÜï∂éöñã,3140176,4.122132847,827008,3.913696569,5.29780793,6.433985928,0.909547495,-0.244748098,1.154295593
˙ì,3134852,4.122082706,3206217,3.953680089,5.297684092,6.650197327,0.908732966,0.43292032,0.475812646
ñæïv,3121524,4.121956723,3954621,3.958761014,5.297372991,6.680435385,0.906686742,0.527695051,0.378991691
üäç_,3121524,4.121956723,3235599,3.953906531,5.297372991,6.651529164,0.906686742,0.437094678,0.469592064
ìöàƒ,3099590,4.121747939,46781,3.768620119,5.296857597,5.830117102,0.903296804,-2.13744587,3.040742674
ïˆ,3089040,4.121646864,4297700,3.960704214,5.29660817,6.692202795,0.901656229,0.564577483,0.337078746
??,3080388,4.121563655,1369756,3.930165497,5.296402868,6.518922469,0.90030588,0.021467335,0.878838546
í£,3080388,4.121563655,6446550,3.969624408,5.296402868,6.747787818,0.90030588,0.738796855,0.161509025
?ê•,3069324,4.121456827,7568720,3.972915768,5.296139342,6.769000751,0.898572575,0.80528426,0.093288315
è¨à∑à∑,3069324,4.121456827,5646720,3.966807605,5.296139342,6.729944852,0.898572575,0.682871894,0.215700681
ìÀ·¢,3057360,4.121340773,7056720,3.971495208,5.295853121,6.759795755,0.896689994,0.776433167,0.120256827
ëéÂY,3035155,4.121123883,7134314,3.971718616,5.295318394,6.761238369,0.893172901,0.780954732,0.112218169
?,3011254,4.120888226,5385246,3.965776881,5.294737665,6.723484643,0.889353231,0.662623747,0.226729484
è°êE,3003415,4.120810432,44018,3.764296229,5.294546018,5.81475352,0.888092699,-2.185599732,3.073692432
ö†â∆,2985500,4.120631698,6419280,3.969535687,5.29410582,6.747221519,0.885197351,0.737021912,0.148175439
ñd,2954544,4.120319713,1858296,3.939171693,5.29333782,6.567662624,0.880145932,0.174232933,0.705912999
?,2939196,4.120163529,2897328,3.951130925,5.292953531,6.635302056,0.877618322,0.386234275,0.491384047
èóê_,2934702,4.120117607,674127,3.906419619,5.292840562,6.397982281,0.876875285,-0.357593836,1.23446912
ï≤,2934702,4.120117607,6923088,3.971103183,5.292840562,6.75726883,0.876875285,0.768513061,0.108362223
èoê»,2934702,4.120117607,3645838,3.956823203,5.292840562,6.668814169,0.876875285,0.491270832,0.385604452
êk,2933455,4.120104849,3109241,3.952913948,5.292809179,6.645701812,0.876668869,0.418830088,0.457838781
òÙçD,2933455,4.120104849,259122,3.867055225,5.292809179,6.216428773,0.876668869,-0.926634503,1.803303372
çÑçÑ,2933455,4.120104849,983966,3.919601337,5.292809179,6.463861679,0.876668869,-0.151108943,1.027777812
newsebc,2912792,4.119892466,2005018,3.94131199,5.292286868,6.579511372,0.873233437,0.2113703,0.661863137
î˜ÁÖ,2902920,4.119790339,3101280,3.952849733,5.292035789,6.645325755,0.871581994,0.417651418,0.453930576
èµ,2875905,4.119508658,1536113,3.933629534,5.291343541,6.537462202,0.867028826,0.079576166,0.78745266
éü,2875905,4.119508658,6991788,3.971305889,5.291343541,6.758574725,0.867028826,0.772606112,0.094422714
ê¨à◊,2851074,4.119246852,5251216,3.96522404,5.290700484,6.720034463,0.862799207,0.651809896,0.210989311
òA„î,2831241,4.11903571,1282124,3.928122444,5.290182117,6.508103967,0.859389716,-0.012440946,0.871830663
îÜ,2831241,4.11903571,5055270,3.964383345,5.290182117,6.714807429,0.859389716,0.635426875,0.223962841
åŒ,2831241,4.11903571,640162,3.904520214,5.290182117,6.388725272,0.859389716,-0.386607953,1.245997669
ïëë‰,2831241,4.11903571,7003164,3.971339215,5.290182117,6.75878957,0.859389716,0.773279497,0.086110219
E,2825848,4.11897798,5426151,3.965942197,5.290040425,6.724518348,0.858457751,0.665863675,0.192594076
ìÖòH,2802660,4.118728201,6098939,3.968456945,5.289427555,6.740358596,0.854426681,0.715511547,0.138915134
ùQìû,2795268,4.118648038,3910680,3.958496983,5.289230928,6.678845372,0.85313339,0.522711493,0.330421897
CtiNews,2795268,4.118648038,7828610,3.973591761,5.289230928,6.773408075,0.85313339,0.819098076,0.034035314
‡–,2788429,4.118573639,1659632,3.935912142,5.289048465,6.549818455,0.851933267,0.1183042,0.733629067
ïsím,2788429,4.118573639,6832948,3.970833379,5.289048465,6.755533034,0.851933267,0.76307258,0.088860688
èt?,2775975,4.118437575,293077,3.872660551,5.288714842,6.241079853,0.849738903,-0.849370961,1.699109864
ëÂÊŒ,2770014,4.118372182,2791056,3.950174384,5.288554533,6.629758335,0.848684492,0.368858668,0.479825824
íÊ‡Ÿ,2766395,4.118332396,174424,3.847839802,5.288457009,6.134497912,0.848043044,-1.183429274,2.031472318
õìâ∆,2751540,4.118168409,328662,3.877726302,5.288055126,6.263673396,0.845399708,-0.778556331,1.623956039
çHè±,2735992,4.117995597,398500,3.885927573,5.287631754,6.300920427,0.842615038,-0.661813471,1.504428509
ínâ∫,2734312,4.117976852,86961,3.809147344,5.287585839,5.979926931,0.842313034,-1.667898979,2.510212013
ï∑,2723811,4.117859359,3243789,3.953969193,5.287298086,6.651897972,0.84042038,0.438250627,0.402169753
ïê,2723811,4.117859359,2421165,3.946453539,5.287298086,6.608422281,0.84042038,0.301985366,0.538435015
îΩâ˜,2723811,4.117859359,369946,3.882808961,5.287298086,6.286656624,0.84042038,-0.706520313,1.546940694
Çr,2709396,4.117697158,1778382,3.937915264,5.286900951,6.560756099,0.837808275,0.152585907,0.685222368
âÒìû,2676411,4.117321959,161066,3.843739793,5.285982793,6.117496117,0.831769214,-1.236717767,2.068486981
ãˆ,2671584,4.117266574,1875052,3.939426603,5.285847316,6.56906825,0.83087813,0.178638569,0.652239561
äÿ,2671584,4.117266574,3495894,3.955806847,5.285847316,6.662763204,0.83087813,0.472305376,0.358572754
èÓóµ,2635908,4.116853353,3094860,3.952797798,5.28483701,6.645021697,0.824232975,0.416698413,0.407534562
ê⁄,2627052,4.116749707,4441150,3.9614602,5.284583727,6.69681237,0.822567039,0.579025208,0.243541831
èr,2627052,4.116749707,1945722,3.940471288,5.284583727,6.574844514,0.822567039,0.196743033,0.625824006
??,2608020,4.116525497,5203956,3.965024894,5.284035997,6.718794142,0.818964421,0.647922375,0.171042046
îNìx,2599728,4.116427178,2450640,3.94677533,5.283795888,6.610253424,0.817385132,0.307724695,0.509660438
Éh,2587892,4.116286165,2083756,3.942381629,5.283451592,6.585473195,0.815120573,0.23005636,0.585064213
émï∫,2556727,4.115911025,636769,3.904323585,5.282536116,6.387770192,0.809099148,-0.389601446,1.198700594
ê≥óv,2556727,4.115911025,95550,3.81477998,5.282536116,6.001661079,0.809099148,-1.599777938,2.408877087
êŒì™,2556727,4.115911025,837096,3.914116807,5.282536116,6.436092057,0.809099148,-0.238146889,1.047246038
ï¯íò,2556727,4.115911025,1001792,3.920197106,5.282536116,6.466910564,0.809099148,-0.141552866,0.950652015
??,2556546,4.115908829,1901016,3.939816038,5.282530761,6.571218556,0.809063926,0.185378242,0.623685684
â√ïo,2548574,4.115811952,3787993,3.957739764,5.282294455,6.67429694,0.807509657,0.508455405,0.299054252
ùÃâª,2530946,4.115596397,1510398,3.933125467,5.281768829,6.534748712,0.804052422,0.07107131,0.732981112
ö„,2509842,4.115335886,2692623,3.949246992,5.281133871,6.62440679,0.799876066,0.352085393,0.447790673
âz,2509842,4.115335886,5543952,3.966409735,5.281133871,6.727446848,0.799876066,0.675042433,0.124833633
îáåQ,2509842,4.115335886,681102,3.906794931,5.281133871,6.39981814,0.799876066,-0.351839727,1.151715793
è„î«,2509842,4.115335886,2776760,3.950042245,5.281133871,6.628994436,0.799876066,0.366464389,0.433411677
?è_,2501912,4.115237296,3206331,3.953680972,5.280893657,6.650202521,0.798296088,0.432936599,0.365359489
åô,2476338,4.114916698,640146,3.90451929,5.280112836,6.388720781,0.793160342,-0.386622027,1.179782369
ä“óv,2467122,4.114800161,1444452,3.931782345,5.279829129,6.527544684,0.791294299,0.048491826,0.742802473
ô|,2428124,4.114301008,1955205,3.940607868,5.278614673,6.575601565,0.783306373,0.199115846,0.584190527
äpêF,2416674,4.114152571,1125960,3.924010542,5.278253745,6.486581704,0.780932418,-0.079897879,0.860830298
äÆî¸,2415138,4.114132592,4266500,3.960535619,5.278205174,6.691177229,0.780612951,0.561363066,0.219249885
èTäß,2412644,4.114100119,375873,3.883480457,5.278126233,6.289717324,0.780093723,-0.696927206,1.477020928
óV,2412644,4.114100119,2703114,3.949347831,5.278126233,6.624987585,0.780093723,0.353905771,0.426187952
„`,2375895,4.113616771,6477325,3.969723973,5.276951793,6.748423666,0.772369004,0.740789784,0.031579219
ËÀ,2374534,4.113598693,1515752,3.933231294,5.276907889,6.53531795,0.772080227,0.072855467,0.69922476
ë´,2373567,4.113585841,830679,3.913850229,5.276876676,6.434755682,0.771874931,-0.242335469,1.0142104
ãNåπ,2373567,4.113585841,290996,3.872340793,5.276876676,6.239663905,0.771874931,-0.853808947,1.625683878
îNêd,2373567,4.113585841,593260,3.901680227,5.276876676,6.37498845,0.771874931,-0.429663086,1.201538017
êlê´,2370702,4.113547724,2600580,3.94834074,5.276784113,6.619199033,0.771266109,0.335762791,0.435503318
è„äC,2370702,4.113547724,3965676,3.958826866,5.276784113,6.680832275,0.771266109,0.528939017,0.242327092
èuä‘,2365728,4.113481414,3225240,3.953826989,5.276623099,6.651061171,0.770207061,0.435627854,0.334579207
èóêØ,2365728,4.113481414,1901016,3.939816038,5.276623099,6.571218556,0.770207061,0.185378242,0.584828819
í Ëê,2355900,4.113349886,660946,3.905696976,5.276303783,6.394453708,0.768106802,-0.368653395,1.136760197
ô_å¬,2286428,4.112400385,2015768,3.941461086,5.274001021,6.580340758,0.752960687,0.213969836,0.538990851
é∂öB,2274762,4.112237446,334576,3.878501882,5.273606274,6.2671598,0.750364291,-0.767628941,1.517993232
?ès?,2270802,4.112181902,5167050,3.964867803,5.273471737,6.717816686,0.749479391,0.64485875,0.104620641
íß?,2270802,4.112181902,4342248,3.960942311,5.273471737,6.693652649,0.749479391,0.569121739,0.180357652
?ïw,2261932,4.112057053,1505084,3.933019968,5.273169385,6.53418147,0.747490709,0.069293411,0.678197298
??,2235810,4.111685834,4043067,3.959281543,5.272270806,6.683576219,0.741580423,0.537539324,0.2040411
?,2233624,4.111654526,1838674,3.938869514,5.27219505,6.565998281,0.74108215,0.169016405,0.572065745
·Í,2215908,4.111399392,3461544,3.955566347,5.27157787,6.66133575,0.737022733,0.467831327,0.269191406
çπì¡,2215728,4.111396787,197291,3.854022613,5.27157157,6.160445535,0.736981293,-1.102101996,1.839083289
„S‡Zõ{,2184885,4.110946492,2420960,3.946451284,5.270483017,6.608409457,0.729821476,0.301945173,0.427876303
àÍë„,2184594,4.110942206,4842330,3.963422404,5.27047266,6.708861332,0.729753359,0.616790105,0.112963254
ãêêØ,2184594,4.110942206,4792224,3.963188615,5.27047266,6.707419253,0.729753359,0.612270216,0.117483143
ïsìû,2172828,4.110768324,1701255,3.936634047,5.270052565,6.553749986,0.72699024,0.130626743,0.596363497
è¨âF,2163012,4.110622368,1436745,3.931620396,5.269700043,6.526678606,0.724671572,0.04577729,0.678894282
èóï¸óF,2153515,4.110480374,3988476,3.958961959,5.269357184,6.681646898,0.722416459,0.531492279,0.19092418
?ín,2134232,4.110189671,3150740,3.953245399,5.268655533,6.64764468,0.717801444,0.424919593,0.29288185
â‰?,2118084,4.109943722,146595,3.838790405,5.2680622,6.097182051,0.713898876,-1.300387866,2.014286743
è¨íjõw,2114921,4.109895275,738762,3.90972466,5.267945358,6.414226679,0.713130364,-0.306679243,1.019809607
èãòÔ,2089680,4.109505431,394557,3.885513785,5.267005531,6.299020617,0.70694877,-0.667768021,1.374716791
ùEâ@,2089680,4.109505431,107447,3.821616884,5.267005531,6.028373774,0.70694877,-1.516052706,2.223001476
àÍîN,2063655,4.109097338,5227662,3.965125067,5.266022441,6.719417879,0.700482626,0.649877344,0.050605281
ç∑ãó,2063655,4.109097338,1409922,3.931048199,5.266022441,6.523622969,0.700482626,0.036200048,0.664282578
ñæ‡î,2057514,4.109000115,233802,3.862242319,5.26578834,6.195543289,0.698942861,-0.992095588,1.691038449
è±,2051994,4.108912416,597750,3.901964035,5.265577211,6.376355674,0.697554188,-0.425377814,1.122932002
êVê¢äE,2051994,4.108912416,764520,3.910942755,5.265577211,6.420258442,0.697554188,-0.28777397,0.985328158
ãÅ,2051994,4.108912416,2780436,3.950076303,5.265577211,6.629191284,0.697554188,0.367081368,0.33047282
ññì˙,2050734,4.108892358,2162526,3.943402436,5.265528925,6.59118834,0.697236593,0.247969264,0.449267329
?,2021514,4.108422864,2157399,3.943337413,5.26439927,6.59082355,0.689806432,0.246825905,0.442980527
â‰â∆,2018457,4.108373262,2323866,3.945355593,5.264279977,6.602194046,0.689021802,0.282464296,0.406557506
ñÍ,2012248,4.108272229,1853624,3.939100106,5.264037031,6.567268148,0.687423853,0.172996534,0.514427319
ñ£óÕ,2000144,4.108074161,1398126,3.930792249,5.263560881,6.522258352,0.684292045,0.031922948,0.652369096
?ñã,1978719,4.107719909,3914305,3.958518905,5.262709703,6.678977304,0.678693529,0.523125008,0.155568521
?,1978719,4.107719909,3944565,3.958700914,5.262709703,6.680073272,0.678693529,0.526560085,0.152133444
ã∞çQ,1970144,4.107576795,70777,3.796367452,5.262365993,5.931484518,0.676432825,-1.819731369,2.496164194
?éq,1967916,4.107539485,3135324,3.953122911,5.262276401,6.646926335,0.675843544,0.422668094,0.253175451
„§?,1961160,4.107426027,1651156,3.935762367,5.262003999,6.549004213,0.674051857,0.115752131,0.558299726
ëÂöº,1959464,4.10739747,76684,3.801419468,5.261935443,5.950493688,0.673600939,-1.760151188,2.433752127
äàìÆ,1956468,4.107346948,724580,3.909031162,5.261814168,6.410803488,0.672803268,-0.317408504,0.990211772
è¨èóõw,1950000,4.10723755,407416,3.886844708,5.261551604,6.30513922,0.671076288,-0.648590566,1.319666854
ìßòI,1947087,4.107188134,300434,3.873768705,5.261433018,6.245996227,0.670296306,-0.833961637,1.504257943
åªîC,1947000,4.107186656,831844,3.913898816,5.261429474,6.434999163,0.67027299,-0.241572329,0.911845319
éöñãî≈,1943172,4.107121576,737468,3.909662074,5.261273314,6.413917425,0.669245868,-0.307648532,0.976894399
î¸ç¬,1943172,4.107121576,2626902,3.948603939,5.261273314,6.620709298,0.669245868,0.340496397,0.328749471
îŸàŒèäév,1938592,4.107043501,4159220,3.959943967,5.261086001,6.687585178,0.668013842,0.55010455,0.117909292
élè\,1935420,4.106989295,929019,3.917676768,5.260955967,6.45405646,0.667158564,-0.181841308,0.848999871
êMëßó ,1935420,4.106989295,4708178,3.962789541,5.260955967,6.704961734,0.667158564,0.604567648,0.062590916
éOï™,1935420,4.106989295,3673430,3.957004554,5.260955967,6.669897026,0.667158564,0.494664817,0.172493747
180,1924408,4.106800257,188664,3.851800245,5.260502588,6.151075242,0.664176522,-1.131471177,1.795647699
?è«,1914124,4.106622505,166572,3.845479344,5.26007642,6.12469009,0.661373461,-1.214169798,1.875543259
èóéq,1910724,4.106563479,3979808,3.958910713,5.259934933,6.681337819,0.660442845,0.530523537,0.129919308
è¨âGó¥,1891720,4.106231149,119034,3.827423984,5.259138614,6.051359725,0.655205165,-1.444008153,2.099213318
î‘â÷,1891720,4.106231149,119034,3.827423984,5.259138614,6.051359725,0.655205165,-1.444008153,2.099213318
ñÈés,1891629,4.106229548,3763760,3.95758658,5.259134779,6.673378881,0.655179936,0.505577946,0.14960199
ê∑âÉ,1887494,4.106156687,700758,3.90782732,5.258960256,6.4048797,0.654032035,-0.33597535,0.990007385
??,1887494,4.106156687,4240165,3.960392112,5.258960256,6.690304971,0.654032035,0.558629159,0.095402876
âÒ?,1887494,4.106156687,388699,3.884889418,5.258960256,6.296158203,0.654032035,-0.676739646,1.33077168
?î†,1882936,4.106076143,663254,3.905824802,5.258767358,6.395077267,0.652763278,-0.366698982,1.01946226
??,1882936,4.106076143,663254,3.905824802,5.258767358,6.395077267,0.652763278,-0.366698982,1.01946226
?,1877416,4.105978278,100648,3.817832829,5.258533013,6.013543203,0.6512219,-1.562535958,2.213757858
ëΩîN,1874695,4.105929905,2466788,3.946949585,5.258417197,6.611246117,0.650460141,0.310836079,0.339624062
íjê∂,1866960,4.105791922,188601,3.851783552,5.258086887,6.151005047,0.648287568,-1.131691188,1.779978757
âÕñk,1866960,4.105791922,45338,3.766402903,5.258086887,5.822225109,0.648287568,-2.162181635,2.810469203
îjâ,1859754,4.105662738,2150160,3.943245276,5.257777717,6.590306819,0.646254042,0.245206322,0.401047719
ëSç`,1858210,4.105634978,4687630,3.962690621,5.257711289,6.704353372,0.645817122,0.602660868,0.043156253
?,1850650,4.105498642,1979732,3.940957325,5.257385095,6.577540554,0.643671624,0.205193193,0.438478431
??,1850650,4.105498642,437837,3.889795054,5.257385095,6.318786347,0.643671624,-0.605816566,1.24948819
CCTV,1850650,4.105498642,586154,3.901225547,5.257385095,6.372800602,0.643671624,-0.436520428,1.080192052
âÚ,1846676,4.105426699,1869342,3.939340056,5.257212999,6.568590848,0.642539685,0.177142253,0.465397433
â∂?,1843509,4.105369228,192954,3.852920859,5.257075539,6.155793957,0.641635558,-1.116681373,1.758316931
èóê∂,1837455,4.105259028,2809628,3.950344791,5.256811997,6.630744153,0.639902149,0.371948503,0.267953646
âıûŸ,1821286,4.104962493,871277,3.915495076,5.256103101,6.443020911,0.635239476,-0.216429877,0.851669353
ë‰åc,1821286,4.104962493,174424,3.847839802,5.256103101,6.134497912,0.635239476,-1.183429274,1.818668751
ìVâ§,1821286,4.104962493,298191,3.873434467,5.256103101,6.244511849,0.635239476,-0.838614104,1.473853581
ô§,1821286,4.104962493,3250877,3.954023265,5.256103101,6.652216308,0.635239476,0.439248384,0.195991093
äsïxèÈ,1821286,4.104962493,498465,3.894977971,5.256103101,6.343047524,0.635239476,-0.52977509,1.165014566
éOîN,1821093,4.104958933,3422124,3.955286657,5.256094595,6.659677778,0.635183527,0.462634768,0.172548759
?ëÂã≠,1814750,4.1048417,1877694,3.939466537,5.255814442,6.569288588,0.633340859,0.179329172,0.454011688
ãqêl,1813596,4.104820316,797914,3.912447889,5.255763349,6.427745575,0.633004804,-0.264307152,0.897311956
è\ëÂ,1807416,4.104705517,142142,3.837143477,5.255489082,6.090472132,0.631200845,-1.321418675,1.95261952
çHêl,1802488,4.104613627,2844222,3.950658494,5.255269587,6.632560979,0.629757147,0.377642955,0.252114191
âpåÍ,1802049,4.104605426,1390914,3.930634434,5.255249999,6.521417619,0.629628313,0.029287849,0.600340464
ñKñ‚,1791300,4.104403851,2435046,3.946605689,5.254768641,6.609287758,0.626462242,0.304698019,0.321764223
îCñ±,1791300,4.104403851,3793570,3.957774845,5.254768641,6.674507284,0.626462242,0.509114686,0.117347556
ö†â∆ãâ,1791300,4.104403851,1528518,3.933481757,5.254768641,6.536666131,0.626462242,0.07708105,0.549381192
î∆,1780378,4.104197497,961983,3.918847834,5.254276047,6.460014819,0.623222267,-0.163166103,0.78638837
?óe,1776345,4.104120903,519984,3.896631571,5.254093255,6.350867314,0.622019982,-0.505265631,1.127285613
ínè„,1776345,4.104120903,386620,3.884665004,5.254093255,6.295130612,0.622019982,-0.67996041,1.301980392
?ãû,1771964,4.104037457,2421165,3.946453539,5.253894138,6.608422281,0.620710314,0.301985366,0.318724949
ìW?,1771964,4.104037457,254187,3.866164436,5.253894138,6.212543995,0.620710314,-0.93881051,1.559520824
í£ìVïä,1771296,4.104024711,4333275,3.960894599,5.253863727,6.693361969,0.620510287,0.568210664,0.052299623
ñÉÁÖ,1757272,4.103755743,346216,3.879979624,5.253222137,6.273823029,0.616290318,-0.746744475,1.363034793
ÁÖ,1757272,4.103755743,4428900,3.961396838,5.253222137,6.696425338,0.616290318,0.577812139,0.038478179
·–,1757024,4.103750962,674921,3.906462586,5.253210738,6.398192345,0.616215336,-0.356935435,0.973150772
óõã≠,1751505,4.103644366,2122085,3.942884247,5.252956553,6.588284048,0.61454347,0.23886638,0.375677091
ñºÁŒ,1747908,4.103574668,968384,3.919069436,5.252790381,6.461145101,0.613450499,-0.159623476,0.773073974
ê[èÓ,1740747,4.103435383,164957,3.844976621,5.252458363,6.12260812,0.611266694,-1.220695289,1.831961983
ââ?,1740747,4.103435383,3824175,3.957966221,5.252458363,6.675655419,0.611266694,0.51271327,0.098553424
ñÓî¬,1734180,4.103307028,2516577,3.94747804,5.252152472,6.614261328,0.609254736,0.320286612,0.288968123
óÃì±êl,1729745,4.103220004,842150,3.914324976,5.251945119,6.437136467,0.607890895,-0.234873408,0.842764303
ç∂,1723236,4.103091783,3243600,3.953967749,5.251639664,6.651889473,0.605881806,0.438223989,0.167657817
ëﬁãx,1717520,4.102978689,1787532,3.938062657,5.251370303,6.561564459,0.60411012,0.155119539,0.448990581
î™åT,1713492,4.102898713,3846984,3.958107611,5.251179854,6.676504368,0.602857466,0.515374117,0.087483349
?î¸ç¬,1713120,4.102891315,1060923,3.922082509,5.251162239,6.476602219,0.602741605,-0.111176443,0.713918047
ê¸è„,1709562,4.102820458,1702569,3.936656478,5.250993531,6.553872328,0.60163195,0.131010198,0.470621752
óﬂ,1706232,4.102753977,2156586,3.943327085,5.250835259,6.590765614,0.600590942,0.246644318,0.353946624
îÔã ê¥,1705065,4.102730641,577419,3.900657128,5.250779707,6.370069832,0.600225555,-0.445079442,1.045304997
ìÒë„,1704364,4.102716614,389392,3.88496389,5.250746316,6.296499356,0.600005931,-0.675670375,1.275676306
Manner,1693370,4.102495683,2360424,3.945774732,5.250220517,6.604568098,0.596547553,0.289905255,0.306642298
ëæëæ,1687614,4.102379305,131122,3.832775253,5.249943628,6.072792262,0.594726351,-1.376832447,1.971558799
ÈìÈÑ,1685700,4.102340498,2733017,3.9496326,5.24985131,6.626629196,0.594119143,0.359051049,0.235068094
ã…å¿,1685140,4.102329133,1395528,3.930735516,5.249824276,6.521956057,0.593941333,0.03097547,0.562965863
çDñ°,1673118,4.102084031,422233,3.888314818,5.249241361,6.311924841,0.590107286,-0.62732249,1.217429776
çDëΩ,1670526,4.1020309,125809,3.830502318,5.249115037,6.063658888,0.589276405,-1.405459057,1.994735463
‡Ÿ,1659837,4.101810718,1318869,3.928999695,5.248591652,6.512738891,0.585833908,0.002086231,0.583747677
íÊ,1659837,4.101810718,264146,3.867940612,5.248591652,6.220298781,0.585833908,-0.914504792,1.5003387
?,1650892,4.101625109,1672101,3.936130751,5.248150608,6.551007793,0.582933003,0.122031925,0.460901077
àÍîyéq,1644748,4.1014969,93295,3.813364106,5.247846041,5.996174935,0.580929754,-1.616973084,2.197902839
ïóÂ£,1644748,4.1014969,4101020,3.959614974,5.247846041,6.685592452,0.580929754,0.543858775,0.037070979
î¸çD,1638974,4.101375871,756391,3.910563928,5.247558595,6.418379948,0.579039114,-0.293661707,0.872700821
çÇéË,1620928,4.100994186,1759910,3.937614804,5.246652484,6.559109787,0.573079291,0.147425895,0.425653396
à¯,1617417,4.100919316,4001808,3.959040507,5.246474816,6.682120807,0.571910698,0.532977646,0.038933052
?,1615578,4.100880021,3452775,3.955504475,5.246381575,6.660968783,0.571297419,0.466681145,0.104616274
ê⁄ãﬂ,1611116,4.100784446,110940,3.823446713,5.246154824,6.035586729,0.569805994,-1.493445238,2.063251232
òVëÈ,1609400,4.100747603,554041,3.899081548,5.246067423,6.362525704,0.569231128,-0.468724897,1.037956025
íê,1600674,4.100559499,338656,3.879027052,5.245621283,6.269524739,0.5662967,-0.760216546,1.326513247
KOL,1600674,4.100559499,475914,3.893146745,5.245621283,6.334432977,0.5662967,-0.556775547,1.123072248
ó¸éË,1593912,4.100412859,1445907,3.931812798,5.245273588,6.527707606,0.564009782,0.049002468,0.515007313
