,tot_view,totdat_YJwordview_before_x
億財產,594127,4.061913208392281
ebcapocalypse,594127,4.061913208392281
天鳳上,594127,4.061913208392281
夫家,594127,4.061913208392281
夫家人,594127,4.061913208392281
伯明翰,593148,4.0618410937826015
億多,592115,4.06176484184024
顛,592115,4.06176484184024
煉,592115,4.06176484184024
人不知,592115,4.06176484184024
書上,592115,4.06176484184024
教科,592115,4.06176484184024
天國,592115,4.06176484184024
顛覆,592115,4.06176484184024
勒斷,591432,4.061714335190738
搶鏡,591432,4.061714335190738
滑落,591432,4.061714335190738
做作,591432,4.061714335190738
走紅毯,591432,4.061714335190738
经不起,590976,4.061680574660932
出轨,590976,4.061680574660932
抓奸,590976,4.061680574660932
拜金女,590976,4.061680574660932
超棒,590976,4.061680574660932
阿荒,590976,4.061680574660932
考验,590976,4.061680574660932
小魔,586806,4.061370342951939
越來,585358,4.061261979734609
演說,583835,4.061147645861221
接棒,583835,4.061147645861221
過嗎,583175,4.061097984184369
信徒,583175,4.061097984184369
猶太教,583175,4.061097984184369
認知,583175,4.061097984184369
許會,583175,4.061097984184369
穆斯林,583175,4.061097984184369
对华,582890,4.061076517899129
出軌,581554,4.060975716832016
henry,580249,4.060876978123825
周杰伦,580249,4.060876978123825
深深,580249,4.060876978123825
天籁,580249,4.060876978123825
珍,578788,4.060766110149305
微博狂,578788,4.060766110149305
微博,578788,4.060766110149305
空櫃塞爆,578788,4.060766110149305
兆,578788,4.060766110149305
豐,578788,4.060766110149305
顧嘉,578013,4.060707158840178
觀察,574412,4.060431957703582
觀察日記,574412,4.060431957703582
鄰居,574412,4.060431957703582
能帶,574412,4.060431957703582
九月,574026,4.060402331777516
japan,571607,4.060216108727416
軟體,571607,4.060216108727416
台灣人,571607,4.060216108727416
即時,571164,4.060181899562049
卦,571164,4.060181899562049
表情,571164,4.060181899562049
食繭,569007,4.060014862943777
一餐,569007,4.060014862943777
猛禽,569007,4.060014862943777
沙灘,568355,4.059964218480789
坣,568355,4.059964218480789
俏皮,568355,4.059964218480789
裸奔,568355,4.059964218480789
逗,568355,4.059964218480789
彩禮,565483,4.059740276757779
這媳婦,565483,4.059740276757779
萬彩禮,565483,4.059740276757779
小家伙,564104,4.059632250523779
擁,564083,4.059630602932976
這分鐘,564083,4.059630602932976
抱擁,564083,4.059630602932976
照曝光,562538,4.0595091790289315
婚紗,562538,4.0595091790289315
有緣,562467,4.059503589131587
熊仔頭,562467,4.059503589131587
阿正,561900,4.0594589173828295
气笑,560532,4.059350908270065
来源,560532,4.059350908270065
出拳,560532,4.059350908270065
教练,560532,4.059350908270065
咪露,560532,4.059350908270065
三岁,560532,4.059350908270065
博爱,560311,4.059333428875434
牛筋,560311,4.059333428875434
千斤,560311,4.059333428875434
压成,560311,4.059333428875434
上千,560311,4.059333428875434
卖,560311,4.059333428875434
贵不贵,560311,4.059333428875434
大肉,560311,4.059333428875434
卖上,560311,4.059333428875434
过节,560311,4.059333428875434
仗義,560210,4.059325437718821
路見,560210,4.059325437718821
士官,559192,4.059244793676793
沙烏地,559148,4.05924130399131
冥婚,558406,4.059182404054406
婚,558406,4.059182404054406
幣結算,558004,4.059150452909052
新家終,557706,4.059126749372341
真是太,557706,4.059126749372341
人心,553604,4.05879886904018
FWD,553279,4.05877276294132
白肺,551787,4.05865267227265
系統將,551787,4.05865267227265
懸一線,551787,4.05865267227265
感染,551787,4.05865267227265
每個,551787,4.05865267227265
癥,551787,4.05865267227265
熟人,550164,4.058521581061307
浮出,548565,4.058391960292335
背下,548565,4.058391960292335
黑鍋,548565,4.058391960292335
十位,543542,4.057981721626696
张颂文,539139,4.057618248635501
自此,539139,4.057618248635501
张颂,539139,4.057618248635501
惨案,539139,4.057618248635501
拘留,539139,4.057618248635501
引发,539139,4.057618248635501
二十年,539139,4.057618248635501
纠葛,539139,4.057618248635501
地头蛇,539139,4.057618248635501
慘案,538978,4.057604888447523
借遊戲,537442,4.0574771788581545
解冻,536309,4.057382687079535
死亡率,534082,4.057196235292975
同名,533558,4.05715222466894
合法,533558,4.05715222466894
人內,533558,4.05715222466894
落網,533558,4.05715222466894
內地開,533558,4.05715222466894
資,533558,4.05715222466894
港警,533558,4.05715222466894
大黃,530747,4.0569152144650324
我素顏,529791,4.0568342554439525
聚会,528240,4.056702524064116
注定,527873,4.056671283661604
金時代,527341,4.05662595017421
考了,525658,4.056482163213737
小然哥,525658,4.056482163213737
老實,525208,4.0564436211146955
給出,523158,4.056267522728213
外星人,523158,4.056267522728213
chinesefood,523034,4.056256843589824
手不抖,523034,4.056256843589824
总共,523034,4.056256843589824
打饭,523034,4.056256843589824
楊寶貝,522509,4.056211594815257
YBB,522509,4.056211594815257
王雷,522509,4.056211594815257
乔巴,520628,4.05604901260801
啥事,520628,4.05604901260801
小野,520628,4.05604901260801
申報,518248,4.055842256803692
填,518248,4.055842256803692
眼界,508296,4.054964819800155
年过半百,508267,4.054962232022108
抵挡,508267,4.054962232022108
群星璀璨,508267,4.054962232022108
依旧,508267,4.054962232022108
總有,507621,4.054904539701859
魏晨,507466,4.054890683623784
迷雾,507466,4.054890683623784
疙瘩,504080,4.054586684223363
雞皮,504080,4.054586684223363
夢媽媽,504080,4.054586684223363
蒙眼,503988,4.054578389167419
闭着,503988,4.054578389167419
这花,503988,4.054578389167419
着眼,503988,4.054578389167419
我闭,503988,4.054578389167419
物语,503810,4.054562334725109
水形,503810,4.054562334725109
撒娇,502742,4.054465860687124
远,502742,4.054465860687124
裁判,502742,4.054465860687124
气球,502742,4.054465860687124
飞,502742,4.054465860687124
太会,502742,4.054465860687124
莫忧,500523,4.054264603107499
放手,500523,4.054264603107499
狂歡,500358,4.054249594017035
樊少皇,497706,4.0540075147577
悲傷,497631,4.054000645466962
客栈,497476,4.0539864448787934
西安,496873,4.053931147968447
深受其害,496873,4.053931147968447
百萬人,496873,4.053931147968447
全國數,496873,4.053931147968447
查閱,496873,4.053931147968447
案例,496873,4.053931147968447
毫不留情,495611,4.0538151499866695
翻脸,495611,4.0538151499866695
湖人,495542,4.053808797264398
這位,495542,4.053808797264398
姆,495542,4.053808797264398
坐在,495542,4.053808797264398
归来,494624,4.05372417430947
仙尊,494624,4.05372417430947
血光之灾,494624,4.05372417430947
洞洞,494542,4.0537166059573915
光盘,493977,4.0536644159878605
小学,493977,4.0536644159878605
这题,493977,4.0536644159878605
学过,493977,4.0536644159878605
框,493977,4.0536644159878605
穿过,493977,4.0536644159878605
忘带,492708,4.053546927085574
面包,492708,4.053546927085574
耐心,492708,4.053546927085574
主动,492708,4.053546927085574
店员,492708,4.053546927085574
老奶奶,492708,4.053546927085574
破億次,492536,4.053530973896835
反釀,492536,4.053530973896835
購,492536,4.053530973896835
彎確,492536,4.053530973896835
黑數,492536,4.053530973896835
搜尋,492536,4.053530973896835
購潮,492536,4.053530973896835
大轉,492536,4.053530973896835
封控,492536,4.053530973896835
診數,492536,4.053530973896835
藥品,492536,4.053530973896835
20230312,491308,4.053416875202836
穷人,490666,4.053357083918768
餅,489866,4.053282442247364
歲點,489866,4.053282442247364
失業,489866,4.053282442247364
盒,489866,4.053282442247364
心師傅,489866,4.053282442247364
營業額,489866,4.053282442247364
月薪,489866,4.053282442247364
煎肉,489866,4.053282442247364
開店,489866,4.053282442247364
拎,489866,4.053282442247364
路燈,489813,4.053277491918375
禍給,489813,4.053277491918375
加油,489196,4.053219813877849
打败,487500,4.053060805200525
大鹅,487500,4.053060805200525
栋梁,486660,4.052981797623071
捆成,485898,4.052909980589252
双手,485898,4.052909980589252
拋,485793,4.052900073634296
32,485793,4.052900073634296
20230127,485793,4.052900073634296
3200,485793,4.052900073634296
葉,485793,4.052900073634296
顯,485793,4.052900073634296
億拉,485793,4.052900073634296
葉倫,485793,4.052900073634296
葉倫急,485793,4.052900073634296
一聊,485666,4.052888087400906
瑞典,485512,4.052873547717493
重歸,484648,4.0527918686397575
返學派,484648,4.0527918686397575
🏫,484648,4.0527918686397575
金老師,484648,4.0527918686397575
嗌,484648,4.0527918686397575
收返,484648,4.0527918686397575
何用,484063,4.052736462892345
有何,484063,4.052736462892345
史丹利,483350,4.052668822219437
丹,483350,4.052668822219437
抗疫,481153,4.052459620271283
病毒,481153,4.052459620271283
军事,480388,4.052386498544198
沈可欣,480068,4.052355868991916
李成昌,480068,4.052355868991916
樺,480068,4.052355868991916
楊證,480068,4.052355868991916
許嵩紅,478586,4.052213686237696
家子,478586,4.052213686237696
许嵩,478586,4.052213686237696
謙,478586,4.052213686237696
海蝶,478586,4.052213686237696
幼,477681,4.052126592963647
🦉,477681,4.052126592963647
上門來,477681,4.052126592963647
救助,477681,4.052126592963647
剛想,476887,4.052050013800877
國立,476343,4.051997455475376
不難,476343,4.051997455475376
考入,476343,4.051997455475376
扇黃子華,476301,4.051993394580144
獎上,476301,4.051993394580144
2004,476301,4.051993394580144
朱茵為,476301,4.051993394580144
何怒,476301,4.051993394580144
肯德基,475752,4.051940272158443
吃遍,475752,4.051940272158443
🍗,475752,4.051940272158443
🐓,475752,4.051940272158443
狙擊槍,474100,4.051779963149172
性感女,472588,4.051632633621057
這招絕,472588,4.051632633621057
点火,471502,4.051526453789255
習拜,471375,4.0515140170802315
殊死,471375,4.0515140170802315
蕭茲,471375,4.0515140170802315
密語,471180,4.051494913285989
軍營,471180,4.051494913285989
場地,471098,4.051486876978088
糾紛,471098,4.051486876978088
糾紛動,471098,4.051486876978088
屋作,471098,4.051486876978088
因金錢,471098,4.051486876978088
蔡天鳳懷,471098,4.051486876978088
種種,471098,4.051486876978088
一案,471098,4.051486876978088
早有,471098,4.051486876978088
作案,471098,4.051486876978088
謀殺,471098,4.051486876978088
凶器,471098,4.051486876978088
太委屈,470949,4.0514722699946795
辩解,470949,4.0514722699946795
无从,470949,4.0514722699946795
兔年,470856,4.051463149990013
磁悬浮,470734,4.0514511827378685
灯真,470734,4.0514511827378685
税,470734,4.0514511827378685
李一桐,470214,4.051400131772152
届,470214,4.051400131772152
吹泡泡,470214,4.051400131772152
变沙宝,470214,4.051400131772152
惊现,470214,4.051400131772152
膝盖,470214,4.051400131772152
爆米花,470214,4.051400131772152
山東,469838,4.051363174527465
好運到,469413,4.051321357029204
獎典,469413,4.051321357029204
初二,469413,4.051321357029204
心聲,469413,4.051321357029204
大展,469413,4.051321357029204
收視率,469413,4.051321357029204
頒獎典,469413,4.051321357029204
鴻,469413,4.051321357029204
CEO,468296,4.051211227417253
批中國,468296,4.051211227417253
廊坊,465957,4.050979560920553
93,465957,4.050979560920553
发布,465957,4.050979560920553
团圆,465957,4.050979560920553
圆,465957,4.050979560920553
五代,465957,4.050979560920553
济宁,463856,4.050770238966076
万万不能,463856,4.050770238966076
门上,463856,4.050770238966076
监控,463856,4.050770238966076
細胞,463664,4.05075105167217
編劇,463204,4.050705042156319
流到,462581,4.050642639194352
背後資本,462581,4.050642639194352
爆火,462581,4.050642639194352
階下,462581,4.050642639194352
下限,459676,4.0503502820300685
20230128,459046,4.050286578022015
奉還,458903,4.050272103181685
雙倍,458903,4.050272103181685
脩,458838,4.050265521866561
凹,458838,4.050265521866561
脾气,455624,4.049938657107374
人摸,455624,4.049938657107374
台子,453399,4.049710700756967
不齐,452439,4.049611919365233
哪首,452439,4.049611919365233
舞团,452439,4.049611919365233
历届,452439,4.049611919365233
魔鬼,451356,4.049500170303822
心声,450622,4.0494242442060555
腦門,449909,4.049350343944543
上長,449909,4.049350343944543
治療,449909,4.049350343944543
根釘子,449909,4.049350343944543
珍贵,449859,4.049345156169755
偷情,449628,4.049321179399024
獨爆,448054,4.049157399050372
郭董,448054,4.049157399050372
小智,448054,4.049157399050372
撤回,448054,4.049157399050372
訴願,448054,4.049157399050372
這一人,448054,4.049157399050372
答題,447836,4.049134659331617
你點,447836,4.049134659331617
倒车,447664,4.049116708248619
红灯,447664,4.049116708248619
娶律,447270,4.0490755556099955
褲衩子,447270,4.0490755556099955
娶妻,447270,4.0490755556099955
零花钱,446814,4.049027871227704
经济,445758,4.048917213033238
演出,445523,4.048892543333821
保卫战,444922,4.048829378691647
shorts3,443803,4.048711491324459
背負,442585,4.0485827561358905
俏黃蓉,442585,4.0485827561358905
參戰,442091,4.048530418523334
手軟,442091,4.048530418523334
使然,442091,4.048530418523334
深陷,440586,4.048370522485879
20230309,439958,4.048303602092655
睜眼,439256,4.048228656345547
郎君,439256,4.048228656345547
热个,438975,4.0481986152129465
答对,437782,4.048070808977523
文盲,437782,4.048070808977523
级,437782,4.048070808977523
固醇,436977,4.047984325854582
衰竭,436977,4.047984325854582
333,436977,4.047984325854582
狂降膽,436977,4.047984325854582
冠任,436977,4.047984325854582
累,436977,4.047984325854582
曝超級,436977,4.047984325854582
推理,435530,4.047828375110675
摩斯,435530,4.047828375110675
戀愛中,435530,4.047828375110675
顯微鏡,435530,4.047828375110675
利香羅馬尼亞,435522,4.047827511130379
益野友,435522,4.047827511130379
轉三高,434501,4.047717084436176
天逆,434501,4.047717084436176
骨科,434501,4.047717084436176
329,434501,4.047717084436176
蔡凱宙,434501,4.047717084436176
曝藥廠,434501,4.047717084436176
慢性病,434501,4.047717084436176
軟件,433795,4.047640539057668
唱起,433795,4.047640539057668
周總,433795,4.047640539057668
練習,433795,4.047640539057668
評論區,429936,4.04721940423217
1973,426558,4.046846909955952
满意,426558,4.046846909955952
问,426558,4.046846909955952
邓小平,426558,4.046846909955952
邓公,426558,4.046846909955952
諜氣球,425767,4.046759159074582
領空,425767,4.046759159074582
上百,425767,4.046759159074582
滿天飛,425767,4.046759159074582
宮大亂,425767,4.046759159074582
路边摊,422780,4.046425965925082
巨多,422780,4.046425965925082
streetfood,422780,4.046425965925082
肉馅,422780,4.046425965925082
馄饨,422780,4.046425965925082
慳錢,421285,4.046258108069893
參加省,421285,4.046258108069893
錢大賽,421285,4.046258108069893
項,421285,4.046258108069893
少花,421285,4.046258108069893
各項,421285,4.046258108069893
旅居,421220,4.046250793214364
折兵,420446,4.046163582850894
眯眼,420446,4.046163582850894
🐛,420362,4.046154106230515
鼠,419368,4.046041788273282
Look,419368,4.046041788273282
抛物,419285,4.046032394735066
車展,416789,4.045748831475182
極速,416789,4.045748831475182
車手,416789,4.045748831475182
車王,416789,4.045748831475182
男慘,416544,4.045720884707604
投懷,416544,4.045720884707604
海瑟薇,416544,4.045720884707604
遭報,416544,4.045720884707604
我佳麗,416332,4.0456966858049075
常见,415551,4.045607406442483
骗局,415551,4.045607406442483
穿透,413863,4.045413733954049
視裝,413863,4.045413733954049
超像,413863,4.045413733954049
逛街,413863,4.045413733954049
歲長,413863,4.045413733954049
三体,413752,4.045400964196283
腾讯,413752,4.045400964196283
武汉,412970,4.045310880572687
灼傷,412581,4.045265990627875
切斷,412581,4.045265990627875
熱浪,412581,4.045265990627875
小愛,412581,4.045265990627875
臭氧,412581,4.045265990627875
層,412581,4.045265990627875
破洞,412581,4.045265990627875
新西蘭,410695,4.0450476056508915
松澤佳代,410695,4.0450476056508915
天後在,410695,4.0450476056508915
兩地,410542,4.045029835056879
內褲,410315,4.045003454454865
運逆轉,410103,4.044978800776574
擴大東,410103,4.044978800776574
中美國,410103,4.044978800776574
升西降,410103,4.044978800776574
大東,410103,4.044978800776574
冒充,407068,4.044624122172036
貓在,406814,4.044594290944784
樓下,406814,4.044594290944784
蹲守,406814,4.044594290944784
滅絕,406061,4.044505718875673
眉毛,405442,4.044432756534608
漢奸,405232,4.044407972289866
敵,405232,4.044407972289866
內障,405154,4.0443987626715945
加參,405154,4.0443987626715945
337,405154,4.0443987626715945
甩開,405154,4.0443987626715945
肌少症,405154,4.0443987626715945
洛桑,405154,4.0443987626715945
退化,405154,4.0443987626715945
預防白,405154,4.0443987626715945
預防,405154,4.0443987626715945
醫學,405154,4.0443987626715945
初陷,404221,4.044288431377672
35,404206,4.044286654993635
20230215,404206,4.044286654993635
ص,401897,4.044012234974075
地牢,400697,4.043868847049521
粉笔,400697,4.043868847049521
达,400581,4.043854958101499
结局,400581,4.043854958101499
达成,400581,4.043854958101499
揭秘,399987,4.04378375915913
个发,399373,4.043710025517377
平头,399373,4.043710025517377
子理,399373,4.043710025517377
剪成,399373,4.043710025517377
想着,399373,4.043710025517377
鳳的頭,399257,4.0436960796543575
軀幹,399257,4.0436960796543575
嘸,399257,4.0436960796543575
控告,398518,4.04360711720589
但稱,398518,4.04360711720589
遭大劉,398518,4.04360711720589
招呼,398518,4.04360711720589
痛斥,398518,4.04360711720589
記招,398518,4.04360711720589
聲明,398518,4.04360711720589
途徑,398518,4.04360711720589
仁和,398478,4.043602296104384
無義,398478,4.043602296104384
狄志為,398478,4.043602296104384
親無法,398478,4.043602296104384
蘇家宏,398478,4.043602296104384
安息,398478,4.043602296104384
蔡天鳳分,398478,4.043602296104384
來賓,398478,4.043602296104384
夢母,398478,4.043602296104384
林萃芬,398478,4.043602296104384
師斷,398478,4.043602296104384
廖美然,398478,4.043602296104384
枉死,398478,4.043602296104384
20230301,398478,4.043602296104384
障礙,398188,4.043567325228491
今後不在,398043,4.0435498279889455
共度,398043,4.0435498279889455
眾星,398043,4.0435498279889455
滿臉,398043,4.0435498279889455
新春,397863,4.0435280963195845
直达,397724,4.0435113063284165
娘娘,397020,4.0434261577716875
猝不及防,397020,4.0434261577716875
最愛,396204,4.043327229142612
脫單,394286,4.043093703877233
取戀,392961,4.042931557884048
圍爐,392961,4.042931557884048
多人版,392522,4.042877686524217
手還,392522,4.042877686524217
無限,392522,4.042877686524217
驚嚇,392522,4.042877686524217
伸長,392522,4.042877686524217
整張,392522,4.042877686524217
新鬼,392522,4.042877686524217
辭職,391046,4.04269601364782
說服,390234,4.042595707341354
Yahoo,390234,4.042595707341354
決策,390234,4.042595707341354
想定,390234,4.042595707341354
攸關,390234,4.042595707341354
愛錯,389400,4.0424924145908925
夫斷,389400,4.0424924145908925
斷命,389400,4.0424924145908925
剝蛋,388950,4.042436567505942
炫,388950,4.042436567505942
剝殼,388950,4.042436567505942
水煮蛋,388950,4.042436567505942
学会,388950,4.042436567505942
剥,388950,4.042436567505942
学校,387869,4.042302083570989
Alex,387612,4.042270042840739
這大過,386572,4.042140115342579
一條,386572,4.042140115342579
老爺,386458,4.042125847030764
海岸,386270,4.042102305470276
私下,385986,4.042066715831278
20230227,385986,4.042066715831278
中美氣球,385874,4.042052671584872
啟動,385874,4.042052671584872
武打,385109,4.041956609498526
不動,385109,4.041956609498526
走樓,385109,4.041956609498526
主謀,384933,4.0419344755795725
动听,384268,4.041850731573904
氣壞,384268,4.041850731573904
霸總霸氣,384268,4.041850731573904
讨人厌,384118,4.041831817199261
对付,384118,4.041831817199261
巧,381771,4.041534676531623
應變,381771,4.041534676531623
坤哥,381110,4.041450583479276
忠,380000,4.0413089620704525
忠诚,380000,4.0413089620704525
附魔,380000,4.0413089620704525
minecraft,380000,4.0413089620704525
三叉戟,380000,4.0413089620704525
打开方式,380000,4.0413089620704525
50000,377784,4.041024694876777
酒席,377784,4.041024694876777
還差,377784,4.041024694876777
當我,377784,4.041024694876777
前女友,377784,4.041024694876777
舍要,377453,4.040982057575292
淒涼,377453,4.040982057575292
晚景,377453,4.040982057575292
老人院,377453,4.040982057575292
溫飽,377453,4.040982057575292
李楓親,377453,4.040982057575292
認住,377453,4.040982057575292
離院,377453,4.040982057575292
郭編,377387,4.040973550354054
残響,377387,4.040973550354054
派手,377387,4.040973550354054
散歌,377387,4.040973550354054
ぜ,377387,4.040973550354054
兩任,375490,4.040728243603224
戀人關,375490,4.040728243603224
機及,375090,4.040676322919129
資產數,375090,4.040676322919129
嫂閨蜜,375090,4.040676322919129
人動,375090,4.040676322919129
黑白,374939,4.04065670507275
寻找,374939,4.04065670507275
猪圈,374939,4.04065670507275
窝点,374939,4.04065670507275
禁区,374939,4.04065670507275
灯泡,374175,4.040557296717047
大袋,373869,4.040517410973116
裝修,373756,4.040502671726065
围成,371990,4.040271604238173
绳子,371990,4.040271604238173
伊大,371813,4.040248370449076
攤牌,371813,4.040248370449076
一項,371642,4.040225911265124
詳情,371642,4.040225911265124
對前,371642,4.040225911265124
控以,371642,4.040225911265124
動盪,370988,4.0401398968041775
美國緊,370988,4.0401398968041775
緊,370988,4.0401398968041775
惨烈,370080,4.040020165028435
画面,370080,4.040020165028435
悬崖,370080,4.040020165028435
摔落,370080,4.040020165028435
幣強,369288,4.039915432663806
卡脖,369288,4.039915432663806
近平訪,369288,4.039915432663806
平訪沙,369288,4.039915432663806
美割,369288,4.039915432663806
驚悚,369006,4.039878074581731
標來,369006,4.039878074581731
其幹壞,369006,4.039878074581731
悚,369006,4.039878074581731
光標,369006,4.039878074581731
鼠標,369006,4.039878074581731
碾成,369006,4.039878074581731
水有,367491,4.039676768715328
多熱,367491,4.039676768715328
煮熟,367491,4.039676768715328
黎智英,367398,4.039664377936324
召回,367398,4.039664377936324
開庭,366264,4.0395129779750025
嫌今,366264,4.0395129779750025
candywawa,364980,4.039340850931331
棉褲,364207,4.039236864996115
套裝,364207,4.039236864996115
美國用,364082,4.0392200240665375
供,364082,4.0392200240665375
贏過,364082,4.0392200240665375
緊密,364082,4.0392200240665375
任嘉賓,364082,4.0392200240665375
中美貿易戰,364082,4.0392200240665375
年亞洲,364082,4.0392200240665375
起降,363389,4.039126528197271
誕節,363389,4.039126528197271
20221225,363389,4.039126528197271
遼寧艦,363389,4.039126528197271
架次,363389,4.039126528197271
美談,363389,4.039126528197271
一萬米,363387,4.0391262580492215
手竟,363387,4.0391262580492215
张若昀,362976,4.03907070361765
陈晓,362976,4.03907070361765
过程,362976,4.03907070361765
正主,362976,4.03907070361765
來定,362950,4.039067186612021
吳大,362950,4.039067186612021
白录,362742,4.039039039357157
小曲,362742,4.039039039357157
节目,362742,4.039039039357157
配对,362742,4.039039039357157
库,362742,4.039039039357157
电工,362742,4.039039039357157
拉线,362742,4.039039039357157
称号,362742,4.039039039357157
重夺,362742,4.039039039357157
嘉宾,362742,4.039039039357157
明码标价,360286,4.038705169966836
調兵,358734,4.038492737411524
近平會,358734,4.038492737411524
遣將,358734,4.038492737411524
玩手,358402,4.038447146922663
人快,358402,4.038447146922663
幾個,357760,4.038358838826707
自瑤,357068,4.038263433646198
平變,356390,4.038169736829863
Error422,356065,4.038124745050111
暗網,356065,4.038124745050111
陰間,356065,4.038124745050111
史帝,356065,4.038124745050111
下載,356065,4.038124745050111
麥塊,356065,4.038124745050111
生就,355693,4.038073184455137
Jupiterlin,355693,4.038073184455137
參雞,355693,4.038073184455137
當學,355693,4.038073184455137
上課,355693,4.038073184455137
LockingJack,355693,4.038073184455137
arrowwei514,355693,4.038073184455137
lifestyle6013,355693,4.038073184455137
美擊,355555,4.038054040194184
陸國,355555,4.038054040194184
民用,355555,4.038054040194184
普將,355555,4.038054040194184
訪華前,355555,4.038054040194184
落陸,355555,4.038054040194184
情況,353840,4.037815355561936
他終,352792,4.0376687958140245
吳卓林,352792,4.0376687958140245
不認,352792,4.0376687958140245
成龍為,352792,4.0376687958140245
畸形,352753,4.037663331400267
蓄勢,351995,4.03755697715431
美國續,351995,4.03755697715431
戰俄,351995,4.03755697715431
第六感,351559,4.037495674151752
太准,351559,4.037495674151752
错综复杂,351554,4.0374949705910055
四人,351554,4.0374949705910055
宋茜,351554,4.0374949705910055
王耀庆,351554,4.0374949705910055
要说,351325,4.03746273425361
车主,351325,4.03746273425361
奥迪车,351325,4.03746273425361
公敲碗,351153,4.037438504732223
披谷,351153,4.037438504732223
褓,351153,4.037438504732223
大宅,351153,4.037438504732223
卧室,349695,4.037232526574102
不是故意,349695,4.037232526574102
融为一体,349227,4.037166185085661
死前,349027,4.037137800515284
吸食,349027,4.037137800515284
曉涵,349027,4.037137800515284
武學,349027,4.037137800515284
電擊練,349027,4.037137800515284
昏,349027,4.037137800515284
委托人,348572,4.037073150693514
Part1,348572,4.037073150693514
賓漢,347757,4.036957088331401
四肢,347757,4.036957088331401
威利,347757,4.036957088331401
兇案,346900,4.036834681822564
范,346836,4.03682552562421
矢,346836,4.03682552562421
契機,346836,4.03682552562421
纪总来,346561,4.036786158817349
引殺,346266,4.03674388604286
ebcCTime,346266,4.03674388604286
預料,346133,4.0367248129158
問談,346133,4.0367248129158
趨勢,346133,4.0367248129158
美祭,346133,4.0367248129158
中訪,346133,4.0367248129158
管制,346133,4.0367248129158
龍鳳,346133,4.0367248129158
零開始,344336,4.036466219583828
超勁,344298,4.0364607332870746
周總帶,344298,4.0364607332870746
顧不上,344298,4.0364607332870746
來簽,344298,4.0364607332870746
合同,344298,4.0364607332870746
內恐,343662,4.036368798817083
立場,343662,4.036368798817083
忽略,343662,4.036368798817083
語權,343662,4.036368798817083
嚴,343662,4.036368798817083
國際話,343662,4.036368798817083
CSIS,343504,4.036345927152013
代理人,343504,4.036345927152013
軍工,343504,4.036345927152013
龐大軍火,343504,4.036345927152013
發酵,343504,4.036345927152013
島鏈,343504,4.036345927152013
推台灣成,343504,4.036345927152013
美論,343504,4.036345927152013
残局,342846,4.036250536839543
大爷,342846,4.036250536839543
象棋,342846,4.036250536839543
贪吃,342846,4.036250536839543
瘟,342600,4.036214816097478
北美,342600,4.036214816097478
職業,341040,4.035987554266048
真服了,340792,4.035951307153871
老辣,340792,4.035951307153871
恶作剧,340792,4.035951307153871
雙向,339813,4.035807899869303
街疑,339262,4.035726962826838
情斷,339262,4.035726962826838
銅鑼灣行,339262,4.035726962826838
發火鬧,339262,4.035726962826838
降低,337326,4.0354412885244155
極高,337326,4.0354412885244155
心口不一,337326,4.0354412885244155
積,337326,4.0354412885244155
資本堪慮,337326,4.0354412885244155
毛利率,337326,4.0354412885244155
台積電,337326,4.0354412885244155
將來,337326,4.0354412885244155
電高階,337326,4.0354412885244155
超乎,337326,4.0354412885244155
電面,337326,4.0354412885244155
建廠,337326,4.0354412885244155
销售,337071,4.035403510026484
顾客,337071,4.035403510026484
爱答不理,337071,4.035403510026484
爆前度,336919,4.0353809742786435
谷氣,336919,4.0353809742786435
剪版,336919,4.0353809742786435
食網,336919,4.0353809742786435
可憐,336919,4.0353809742786435
撲克牌,334739,4.035056375703545
億絕密,334739,4.035056375703545
開蛋,334675,4.0350468067697545
周星,334675,4.0350468067697545
周星星,334675,4.0350468067697545
脖子,333011,4.034797218066537
基盼,333011,4.034797218066537
攔截,333011,4.034797218066537
阿聯,333011,4.034797218066537
天技術,333011,4.034797218066537
軍機,333011,4.034797218066537
酋要,333011,4.034797218066537
美軍機,333011,4.034797218066537
卡美,333011,4.034797218066537
20230226,333011,4.034797218066537
野食,327053,4.0338907610003245
肥大,327053,4.0338907610003245
減都,327053,4.0338907610003245
墮減,327053,4.0338907610003245
最折,327053,4.0338907610003245
我點,327053,4.0338907610003245
独角,326860,4.033861057262753
兽,326860,4.033861057262753
龅牙,326860,4.033861057262753
夜壶,326860,4.033861057262753
太會,326482,4.033802818203505
狄波拉,326482,4.033802818203505
謝賢,326482,4.033802818203505
親如,326482,4.033802818203505
許什麼,325386,4.0336334837040395
Katch,324966,4.03356840589253
軍組,324966,4.03356840589253
生力,324966,4.03356840589253
熱情,324641,4.033517976707418
愛笑,324641,4.033517976707418
🧡,324641,4.033517976707418
破绽,322394,4.0331676021521865
缜密,322394,4.0331676021521865
资格,321043,4.032955485296203
高层,321043,4.032955485296203
谈话,321043,4.032955485296203
战略,321043,4.032955485296203
要用,321015,4.032951077432966
睡房,321015,4.032951077432966
棒狀,321015,4.032951077432966
病死,320719,4.032904450950569
裝病,320719,4.032904450950569
上學,320719,4.032904450950569
101,320658,4.03289483550758
冷落,320658,4.03289483550758
偵,320658,4.03289483550758
20230101,320658,4.03289483550758
Vision20230101,320658,4.03289483550758
孕妇,319587,4.032725644494956
保时捷,319587,4.032725644494956
别车,319587,4.032725644494956
拆开,318856,4.032609762186867
蚊香,318856,4.032609762186867
