,tot_view_before_x,totdat_YJwordview_before_x,tot_view_after_x,totdat_YJwordview_after_x,YJwordview_before_x,YJwordview_after_x,sta_YJview_before_x,sta_YJview_after_x,diff_sta_YJ_view
éÛ,993746,4.08309378,2969598,3.951756776,5.204805392,6.638942556,0.297835554,0.397644646,-0.099809092
óÕó ,307252,4.030725057,2969598,3.951756776,5.088517034,6.638942556,-0.467035797,0.397644646,-0.864680443
ù],318856,4.032609762,2965380,3.951720773,5.092566572,6.63873284,-0.440400496,0.396987336,-0.837387832
íæ?,659895,4.066446979,2964619,3.95171427,5.166928838,6.638694968,0.048707511,0.396868634,-0.348161123
ïã,819487,4.075453798,2948780,3.951578458,5.187305581,6.637904218,0.182732853,0.394390197,-0.211657344
â∂âÖ,117027,3.975386974,2922068,3.951347341,4.973274361,6.636559723,-1.225029297,0.390176165,-1.615205462
êÎã©,251291,4.020211826,2912232,3.951261574,5.066090855,6.63606115,-0.614541033,0.388613495,-1.003154528
?,925162,4.080300405,2910880,3.951249757,5.198383299,6.635992471,0.255595084,0.388398234,-0.13280315
çIçá,38075,3.893016546,2910880,3.951249757,4.812281264,6.635992471,-2.283940179,0.388398234,-2.672338413
ôí,399373,4.043710026,2895956,3.951118856,5.116605484,6.635231955,-0.282287722,0.38601456,-0.668302282
äl,277746,4.025508005,2895066,3.951111023,5.077354276,6.635186462,-0.540457367,0.385871971,-0.926329338
äJ?,128751,3.981437732,2872650,3.950912744,4.985559981,6.634035409,-1.144222246,0.382264242,-1.526486488
íjï¸óF,659846,4.066443812,2865604,3.950850021,5.166921719,6.633671505,0.048660686,0.381123662,-0.332462976
ñkè„,38973,3.894957243,2842720,3.950644973,4.815955166,6.632482615,-2.259775568,0.377397341,-2.637172909
ïxçã,655972,4.06619248,2830614,3.950535665,5.1663569,6.631849297,0.044945664,0.375412342,-0.330466678
õù,218918,4.012707105,2828420,3.950515793,5.050245051,6.631734192,-0.71876472,0.375051571,-1.093816291
çƒñÁ,111820,3.972454293,2828037,3.950512322,4.96734504,6.631714089,-1.26402862,0.374988559,-1.639017179
ô‘éË,878636,4.07825551,2825306,3.950487554,5.193699443,6.631570648,0.224787638,0.374538976,-0.149751338
ëÏå´,725736,4.070458382,2815706,3.950400254,5.175971204,6.631065182,0.10818248,0.372954701,-0.264772221
?,687885,4.068210163,2807142,3.950322062,5.170896947,6.630612621,0.074807228,0.371536244,-0.296729017
ñÂ,822374,4.075596279,2791056,3.950174384,5.187630094,6.629758335,0.184867293,0.368858668,-0.183991375
ê·?,182510,4.00242926,2790200,3.950166495,5.028752989,6.62971272,-0.860125928,0.368715696,-1.228841624
èoêV,51453,3.917283194,2780436,3.950076303,4.858603062,6.629191284,-1.979264651,0.367081368,-2.346346019
ï®,503810,4.054562335,2779163,3.950064515,5.140434509,6.629123149,-0.125555446,0.366867812,-0.492423258
ëÊéO,1054682,4.08538284,2776760,3.950042245,5.21008893,6.628994436,0.332587329,0.366464389,-0.033877059
å√ë„,471502,4.051526454,2771976,3.949997837,5.13373458,6.628737814,-0.169623345,0.365660062,-0.535283407
ûÍ,1045018,4.085030872,2767500,3.949956201,5.209275289,6.62849726,0.327235714,0.364906098,-0.037670384
úÂ‰p,102338,3.966653873,2766618,3.949947987,4.955665211,6.628449807,-1.340851158,0.364757367,-1.705608525
ú},255362,4.02107057,2756400,3.949852586,5.06791254,6.627898814,-0.602559141,0.363030398,-0.965589539
èoëñ,314844,4.031967859,2743449,3.949731033,5.09118634,6.627197127,-0.449478791,0.360831108,-0.810309899
??,591432,4.061714335,2729736,3.949601545,5.156326482,6.626450068,-0.021028089,0.358489612,-0.379517701
??,492708,4.053546927,2719376,3.94950318,5.138190601,6.625882861,-0.140314455,0.356711822,-0.497026277
ëIù¢,101765,3.966282231,2688480,3.949207035,4.954918988,6.624176724,-1.345759344,0.351364302,-1.697123647
çsóõ,234677,4.016520156,2679747,3.949122558,5.058279591,6.623690458,-0.665918592,0.349840205,-1.015758796
ùDém,660327,4.06647489,2663056,3.94896014,5.166991575,6.622756084,0.049120158,0.346911609,-0.297791451
êÖêØ,440218,4.048331322,2663056,3.94896014,5.126711896,6.622756084,-0.215814124,0.346911609,-0.562725733
ç|ú[,440218,4.048331322,2663056,3.94896014,5.126711896,6.622756084,-0.215814124,0.346911609,-0.562725733
ñÇèó,440218,4.048331322,2663056,3.94896014,5.126711896,6.622756084,-0.215814124,0.346911609,-0.562725733
óLéÔ,69847,3.940217143,2650755,3.948839627,4.903190918,6.622063226,-1.685993905,0.344739993,-2.030733898
ï™ãù,835828,4.076252216,2645230,3.948785271,5.189124933,6.621750846,0.194699401,0.343760906,-0.149061505
?ì˙,188332,4.004235177,2643784,3.948771022,5.032512342,6.621668969,-0.83539928,0.343504279,-1.178903559
íÜéö,873897,4.078039736,2641338,3.948746896,5.193206058,6.621530353,0.221542466,0.343069818,-0.121527352
„Sêl,738090,4.071160993,2634360,3.948677916,5.177560389,6.62113411,0.118635138,0.341827878,-0.22319274
KC,738090,4.071160993,2634360,3.948677916,5.177560389,6.62113411,0.118635138,0.341827878,-0.22319274
Eugene,656080,4.066199512,2634360,3.948677916,5.166372699,6.62113411,0.045049581,0.341827878,-0.296778297
éµéµ,574412,4.060431958,2628164,3.948616476,5.153465609,6.620781278,-0.039845106,0.340722002,-0.380567108
?ó°,471180,4.051494913,2628164,3.948616476,5.133665113,6.620781278,-0.170080254,0.340722002,-0.510802256
í£ìV,295216,4.028674936,2599965,3.94833455,5.084122323,6.61916354,-0.495941428,0.335651547,-0.831592975
åÄ,805558,4.074757541,2590930,3.948243414,5.185720792,6.618641023,0.172309113,0.334013828,-0.161704715
ñ∫,768536,4.072832248,2590930,3.948243414,5.181347025,6.618641023,0.143541235,0.334013828,-0.190472593
‡¡‡¡,655972,4.06619248,2590930,3.948243414,5.1663569,6.618641023,0.044945664,0.334013828,-0.289068164
â¯,500358,4.054249594,2590930,3.948243414,5.139743074,6.618641023,-0.130103269,0.334013828,-0.464117098
ûP,384268,4.041850732,2590930,3.948243414,5.11255599,6.618641023,-0.308922735,0.334013828,-0.642936563
és,231696,4.015823582,2590930,3.948243414,5.056809304,6.618641023,-0.675589213,0.334013828,-1.009603041
úÂõs,146936,3.989589451,2590930,3.948243414,5.002225538,6.618641023,-1.034606742,0.334013828,-1.36862057
óåäÓ,229838,4.015383796,2587419,3.948207891,5.055881612,6.618437417,-0.681690983,0.333375671,-1.015066655
GAI,138840,3.986123589,2585428,3.94818772,4.995123576,6.618321819,-1.081318965,0.333013354,-1.414332319
èP?,50095,3.915196527,2575085,3.948082624,4.854586358,6.617719681,-2.005683997,0.331126081,-2.336810078
17,346836,4.036825526,2569611,3.948026788,5.101657875,6.617399896,-0.380603645,0.330123783,-0.710727428
èÓèè,583835,4.061147646,2550168,3.947827262,5.155061624,6.616257812,-0.029347523,0.326544164,-0.355891687
ìÀèP,210181,4.010443843,2547076,3.947795357,5.045491944,6.616075282,-0.750027658,0.325972064,-1.075999722
èÆüè,738090,4.071160993,2546548,3.947789904,5.177560389,6.616044088,0.118635138,0.325874292,-0.207239153
å⁄??,656080,4.066199512,2546548,3.947789904,5.166372699,6.616044088,0.045049581,0.325874292,-0.280824711
óÎêH,489813,4.053277492,2544540,3.947769153,5.137595694,6.615925388,-0.144227379,0.325502252,-0.469729631
èo?,463856,4.050770239,2527635,3.947593641,5.132069834,6.614921865,-0.180572995,0.322356923,-0.502929918
êgÈì,648692,4.065715181,2517330,3.947485932,5.165284815,6.614306412,0.037894166,0.320427917,-0.28253375
ö£ë‡,334739,4.035056376,2498904,3.947291965,5.097837068,6.613198823,-0.405734505,0.316956416,-0.72269092
??,426684,4.046860869,2492190,3.947220844,5.123489668,6.612792951,-0.237007905,0.315684297,-0.552692201
MULTISUB,272942,4.024593782,2488980,3.947186756,5.07540511,6.612598465,-0.553277752,0.315074722,-0.868352475
élëÂ,97056,3.963126664,2482880,3.947121827,4.948593051,6.6122281,-1.387367361,0.313913893,-1.701281254
ìVâ∫,659573,4.06642616,2482196,3.947114535,5.166882044,6.612186507,0.048399729,0.313783527,-0.265383798
àÍà ,543542,4.057981722,2469966,3.946983712,5.148013288,6.61144062,-0.075707028,0.311445707,-0.387152735
óc?,955362,4.081560927,2468298,3.946965807,5.201277861,6.611338569,0.274633682,0.311125849,-0.036492167
ê™ïû,369288,4.039915433,2455890,3.94683214,5.108350924,6.610576974,-0.336581001,0.308738792,-0.645319794
çã?,581300,4.06095652,2449996,3.946768351,5.154635252,6.610213682,-0.03215193,0.30760013,-0.33975206
ïo,398478,4.043602296,2446534,3.946730793,5.116370594,6.609999832,-0.283832679,0.306929864,-0.590762543
óΩùÌ,305843,4.03049023,2446092,3.946725993,5.088013112,6.609972505,-0.47035028,0.306844213,-0.777194493
îbÍt,419368,4.046041788,2444696,3.946710826,5.121697431,6.609886159,-0.248796111,0.30657358,-0.55536969
‡•ãc,83275,3.952682845,2427756,3.946525918,4.927783368,6.608833924,-1.524240308,0.303275574,-1.827515882
éÂââ,741550,4.071355174,2421165,3.946453539,5.177999878,6.608422281,0.121525817,0.301985366,-0.180459548
„§ïs?,437782,4.048070809,2400150,3.946221113,5.126140585,6.607101288,-0.219571846,0.297844997,-0.517416844
ñGèf,437782,4.048070809,2400150,3.946221113,5.126140585,6.607101288,-0.219571846,0.297844997,-0.517416844
çˆåÎ,57110,3.925296421,2399608,3.946215085,4.874089086,6.607067046,-1.877407373,0.297737672,-2.175145045
èóê´,101288,3.965970876,2394575,3.946159027,4.954294011,6.606748655,-1.349870049,0.296739745,-1.646609793
õ{ò,347033,4.036853703,2386998,3.946074356,5.101718796,6.606267903,-0.380202948,0.295232928,-0.675435877
òVóF,150056,3.990862666,2379223,3.945987124,5.004840648,6.605772794,-1.017406201,0.293681115,-1.311087316
ë∑èó,226229,4.014516862,2373973,3.945928021,5.054054211,6.605437442,-0.693710477,0.292630027,-0.986340505
êŒñ˚,558004,4.059150453,2361595,3.945788023,5.150611705,6.604643455,-0.058616283,0.290141445,-0.348757728
è⁄â,53880,3.92084819,2354089,3.945702683,4.865480574,6.604159692,-1.934028728,0.288625192,-2.22265392
õLú®íø,578788,4.06076611,2351493,3.945673088,5.154210588,6.603991974,-0.034945104,0.288099516,-0.32304462
å√ãêäÓ,86433,3.955255994,2346408,3.945615001,4.932892646,6.603662845,-1.490634707,0.287067931,-1.777702638
94,45676,3.907890307,2345940,3.945609647,4.840572971,6.603632513,-2.097855202,0.286972862,-2.384828064
ûääJ,306956,4.030675835,2344860,3.945597286,5.088411397,6.60356249,-0.467730613,0.28675339,-0.754484003
òVïÍ,54828,3.922187204,2343804,3.945585194,4.86806874,6.603493988,-1.917005405,0.286538685,-2.20354409
î¸ã‡,578788,4.06076611,2343440,3.945581024,5.154210588,6.603470367,-0.034945104,0.286464651,-0.321409755
Ë∑,619918,4.063761777,2329135,3.945416508,5.160904678,6.602538801,0.009084393,0.283544856,-0.274460462
‡’çŸ,48779,3.913106624,2307360,3.945163649,4.850569905,6.60110831,-2.032101685,0.279061288,-2.311162972
è¨ÊÃïî,489813,4.053277492,2305515,3.945142088,5.137595694,6.600986405,-0.144227379,0.278679202,-0.422906581
â¡ù\ëÂ,477616,4.05212033,2298180,3.945056155,5.135043106,6.600500666,-0.161016687,0.277156757,-0.438173445
ûPû‹,305947,4.030507608,2291412,3.944976561,5.0880504,6.600050921,-0.470105021,0.275747127,-0.745852149
â¡ñß,42629,3.902323583,2290855,3.944969997,4.829947859,6.60001384,-2.167740476,0.275630907,-2.443371382
?êS,659895,4.066446979,2287812,3.944934104,5.166928838,6.599811083,0.048707511,0.274995408,-0.226287898
EP4,248738,4.019664473,2273064,3.944759299,5.064930659,6.598824085,-0.622172069,0.271901872,-0.894073941
ùvñ|,191085,4.005065273,2273064,3.944759299,5.034242741,6.598824085,-0.82401781,0.271901872,-1.095919682
éQâ¡,264120,4.022861981,2269173,3.944712944,5.071718442,6.598562477,-0.577526322,0.27108192,-0.848608242
ì≥,484648,4.052791869,2230676,3.944248907,5.136523982,6.595946568,-0.151276422,0.26288291,-0.414159332
?êl,198373,4.00719329,2230404,3.944245593,5.038685724,6.595927904,-0.794794674,0.262824413,-1.057619088
ínêk,683578,4.067944678,2229714,3.944237183,5.170298827,6.595880548,0.070873168,0.262675985,-0.191802817
énññ,462581,4.050642639,2229714,3.944237183,5.131789095,6.595880548,-0.182419516,0.262675985,-0.445095501
òV?,622320,4.063929092,2226063,3.944192633,5.16127938,6.595629695,0.011548944,0.261889741,-0.250340797
??,215751,4.011899817,2224035,3.944167847,5.048548312,6.595490155,-0.729924802,0.261452382,-0.991377185
ïîñÂ,109489,3.971086221,2212904,3.944031304,4.964584617,6.594721701,-1.28218494,0.259043826,-1.541228766
?,262580,4.022552345,2201100,3.943885567,5.071060056,6.593902005,-0.581856773,0.256474664,-0.838331437
Debby,164020,3.996185247,2195300,3.943813601,5.015809233,6.59349742,-0.94526178,0.25520658,-1.200468361
ü^ñø,441078,4.048422868,2191270,3.943763456,5.126912704,6.593215593,-0.214493338,0.254323253,-0.468816591
é◊,145334,3.988922655,2188690,3.943731294,5.000857301,6.59303486,-1.043606143,0.253756785,-1.297362928
àÍãÂ,642086,4.065276309,2180016,3.943622815,5.16429968,6.592425467,0.03141457,0.251846772,-0.220432202
íÒê¡,53880,3.92084819,2177646,3.943593082,4.865480574,6.592258486,-1.934028728,0.251323406,-2.185352134
ëSèÍ,217413,4.012325283,2168889,3.943482868,5.04944236,6.591639719,-0.724044318,0.249384014,-0.973428331
‡ñ,247272,4.019347022,2162526,3.943402436,5.064258102,6.59118834,-0.626595726,0.247969264,-0.87456499
ê[ñÈ,236584,4.016960059,2162034,3.943396205,5.059208699,6.591153377,-0.659807509,0.247859677,-0.907667186
äOåïî,291445,4.028011273,2158545,3.943351964,5.08270194,6.590905173,-0.505283814,0.247081737,-0.752365552
ïïéE,230533,4.015548814,2150160,3.943245276,5.056229651,6.590306819,-0.679401804,0.245206322,-0.924608126
îò,683998,4.067970658,2148850,3.943228561,5.170357347,6.590213099,0.07125808,0.244912579,-0.173654498
ücûŸ,222634,4.013636136,2146563,3.94319935,5.052199522,6.590049329,-0.70590945,0.244399275,-0.950308726
àÍéÒâÃ,565882,4.059771472,2141094,3.943129338,5.151994087,6.589656898,-0.049523844,0.243169286,-0.292693129
ÊfôÓ,356065,4.038124745,2139760,3.943112227,5.104469025,6.589561005,-0.36211368,0.242868728,-0.604982408
?,197143,4.006840982,2139760,3.943112227,5.037949462,6.589561005,-0.799637337,0.242868728,-1.042506065
?,327053,4.033890761,2124132,3.942910772,5.095324168,6.58843255,-0.422262768,0.239331827,-0.661594596
èI,619918,4.063761777,2123784,3.942906265,5.160904678,6.588407315,0.009084393,0.239252735,-0.230168341
çqïÍ,823188,4.075636341,2122085,3.942884247,5.187721349,6.588284048,0.185467516,0.23886638,-0.053398864
ê^ñ ñ⁄,350978,4.037413838,2118609,3.942839134,5.102930266,6.588031507,-0.372234663,0.238074844,-0.610309507
äCóm,153817,3.99235467,2105535,3.942668623,5.007909378,6.587077441,-0.997222032,0.235084528,-1.23230656
è„èW,420362,4.046154106,2105375,3.942666528,5.121943084,6.587065724,-0.247180361,0.235047803,-0.482228164
èÈés,189389,4.00455565,2102944,3.942634674,5.033180213,6.586887571,-0.831006444,0.234489421,-1.065495865
ì¡ézùf,234148,4.016397345,2100766,3.942606096,5.058020285,6.586727762,-0.667624143,0.233988532,-0.901612676
ädìû,529837,4.056838155,2093532,3.942510913,5.145474796,6.586195626,-0.092403625,0.232320668,-0.324724293
ãˆå©,190846,4.004993796,2074713,3.942261364,5.034093682,6.584801517,-0.824998226,0.227951131,-1.052949357
çì˚R,357760,4.038358839,2063240,3.942107837,5.104976014,6.583944579,-0.358779026,0.225265243,-0.584044268
è°,600683,4.06239238,2062338,3.942095722,5.157841188,6.58387698,-0.011065311,0.225053365,-0.236118676
è°ãâ,333011,4.034797218,2062338,3.942095722,5.097278055,6.58387698,-0.409411333,0.225053365,-0.634464699
äÎË®,296574,4.028911372,2060397,3.942069629,5.084628615,6.583731399,-0.492611365,0.224597076,-0.71720844
òCé›à¿,343489,4.036343755,2051130,3.941944628,5.10061659,6.58303421,-0.387452565,0.222411884,-0.60986445
?ò¢,258766,4.021775735,2049536,3.941923056,5.069409756,6.582913929,-0.592711404,0.222034891,-0.814746295
èáéË,277190,4.025403199,2047962,3.941901734,5.07713072,6.582795054,-0.541927775,0.221662303,-0.763590077
èóôX,527035,4.056599849,2040424,3.941799337,5.144946296,6.582224321,-0.09587976,0.21987346,-0.31575322
è•âÃ,478586,4.052213686,2040424,3.941799337,5.135248897,6.582224321,-0.159663123,0.21987346,-0.379536583
âÒ?,192619,4.005521427,2000904,3.941254667,5.035194277,6.579192639,-0.817759207,0.2103713,-1.028130507
î\ó ,338414,4.035602081,1999985,3.941241843,5.099014746,6.579121338,-0.397988478,0.210147823,-0.608136301
óVùE,806163,4.074788091,1984960,3.941031115,5.185790294,6.57795035,0.17276625,0.206477613,-0.033711362
ór,370080,4.040020165,1983468,3.941010081,5.108578231,6.577833524,-0.33508592,0.206111446,-0.541197367
sheep,370080,4.040020165,1983468,3.941010081,5.108578231,6.577833524,-0.33508592,0.206111446,-0.541197367
ä‚ór,370080,4.040020165,1983468,3.941010081,5.108578231,6.577833524,-0.33508592,0.206111446,-0.541197367
ê⁄ã@,226229,4.014516862,1982838,3.941001194,5.054054211,6.577784164,-0.693710477,0.205956739,-0.899667216
é`úK,259512,4.021928744,1978432,3.940938939,5.069734785,6.577438464,-0.590573563,0.204873214,-0.795446777
î‰ÊŒ,420768,4.046199888,1975722,3.940900561,5.122043225,6.577225402,-0.246521697,0.204205416,-0.450727113
éu‚Q,574412,4.060431958,1971123,3.940835283,5.153465609,6.576863069,-0.039845106,0.203069763,-0.242914869
îÈåç,181455,4.002094392,1945352,3.940465943,5.028056682,6.574814892,-0.864705798,0.196650188,-1.061355986
é©êM,171535,3.99882312,1932501,3.94027948,5.021267323,6.573782072,-0.909361912,0.193413037,-1.102774949
äsèªèª,305843,4.03049023,1929975,3.940242647,5.088013112,6.573578149,-0.47035028,0.192773884,-0.663124164
åôä¸,386572,4.042140115,1920438,3.940103039,5.113185641,6.572805507,-0.304781288,0.190352202,-0.49513349
à„â@,319587,4.032725644,1916004,3.940037837,5.092815857,6.57244481,-0.438760856,0.189221674,-0.62798253
ê∂ë∂,277746,4.025508005,1914105,3.940009854,5.077354276,6.572290042,-0.540457367,0.188736586,-0.729193953
é∏çT,160493,3.994895198,1914105,3.940009854,5.013145317,6.572290042,-0.962783337,0.188736586,-1.151519923
??,133197,3.983556675,1914105,3.940009854,4.989879235,6.572290042,-1.115812924,0.188736586,-1.30454951
·¢ìÆ,250179,4.019974266,1910307,3.939953786,5.065587224,6.571979985,-0.617853603,0.187764779,-0.805618383
ù`,590976,4.061680575,1909890,3.939947621,5.1562511,6.5719459,-0.021523902,0.187657947,-0.209181849
ÊVä≈,634046,4.064734581,1908026,3.939920045,5.163084505,6.571793437,0.023421915,0.187180084,-0.163758169
?íÍ,470949,4.05147227,1899264,3.939789968,5.133615244,6.571074503,-0.170408262,0.184926739,-0.355335001
ìäéë,211064,4.010677815,1887076,3.939607782,5.045982769,6.570068213,-0.746799322,0.181772737,-0.928572059
åväc,175270,4.000081597,1887076,3.939607782,5.023876499,6.570068213,-0.892200401,0.181772737,-1.073973137
ìVìV,218047,4.012486527,1886262,3.939595562,5.049781297,6.570000744,-0.721815003,0.181561272,-0.903376275
ã\ïâ,455038,4.049878754,1886172,3.93959421,5.130109408,6.569993283,-0.19346744,0.181537885,-0.375005325
íƒóé,74584,3.944929438,1882608,3.939540626,4.912456716,6.569697478,-1.62504934,0.180610749,-1.805660089
ö^òb,177531,4.000827433,1876932,3.939455026,5.025424433,6.569225075,-0.882019069,0.179130102,-1.061149172
ë’,480068,4.052355869,1861647,3.9392229,5.135562368,6.567944874,-0.157601313,0.175117584,-0.332718898
ñ¢óà,206485,4.009451155,1861647,3.9392229,5.043410863,6.567944874,-0.763715693,0.175117584,-0.938833277
ëOîC,652964,4.065996064,1860856,3.939210823,5.165915632,6.567878301,0.04204328,0.174908925,-0.132865646
ñü·`,735420,4.071010378,1858038,3.939167745,5.177219588,6.567640869,0.116393564,0.174164747,-0.057771183
?,489866,4.053282442,1858038,3.939167745,5.137606622,6.567640869,-0.1441555,0.174164747,-0.318320247
í¥és,32617,3.879862024,1857765,3.939163568,4.787512859,6.567617846,-2.4468511,0.174092586,-2.620943686
?éã,101288,3.965970876,1854552,3.939114343,4.954294011,6.567346592,-1.349870049,0.1732424,-1.523112448
ï›,494542,4.053716606,1853624,3.939100106,5.138565357,6.567268148,-0.137849545,0.172996534,-0.310846079
îΩõî,81152,3.950884273,1843670,3.938946832,4.924218893,6.566423938,-1.54768517,0.170350537,-1.718035707
ñ ëO,321043,4.032955485,1833522,3.938789506,5.093310391,6.565557963,-0.435508125,0.167636324,-0.603144449
óœì÷,192671,4.005536811,1833522,3.938789506,5.035226376,6.565557963,-0.817548078,0.167636324,-0.985184402
íÜïó,582054,4.061013475,1824672,3.938651415,5.154762298,6.564798326,-0.0313163,0.165255404,-0.196571703
çRíÜ,558004,4.059150453,1820082,3.938579465,5.150611705,6.564402706,-0.058616283,0.164015416,-0.222631699
ñK,597100,4.062131307,1811710,3.938447647,5.157257801,6.5636782,-0.01490246,0.161744608,-0.176647068
óõâ∆,91559,3.959194733,1793178,3.938153138,4.940735888,6.562060931,-1.439046811,0.156675623,-1.595722434
éeì™,562467,4.059503589,1790866,3.93811613,5.151397638,6.561857842,-0.053446908,0.156039086,-0.209485994
ñ“,569007,4.060014863,1787532,3.938062657,5.152536192,6.561564459,-0.045958222,0.155119539,-0.20107776
ì|ëﬁ,86621,3.955405502,1787000,3.938054113,4.933189866,6.561517587,-1.48867978,0.154972629,-1.643652409
ånìù,551787,4.058652672,1783440,3.937996857,5.149504495,6.561203528,-0.065898811,0.153988279,-0.21988709
·¢ìW,198811,4.007318095,1783440,3.937996857,5.038946611,6.561203528,-0.793078726,0.153988279,-0.947067005
ü^,369288,4.039915433,1782127,3.937975704,5.108350924,6.561087518,-0.336581001,0.15362467,-0.490205672
ésèÍ,173454,3.999473893,1781610,3.93796737,5.022616134,6.561041813,-0.900490286,0.153481415,-1.053971701
ë‰äC,235338,4.016673133,1769755,3.937775426,5.058602638,6.559989634,-0.663793796,0.150183585,-0.813977381
äOî},706242,4.069319094,1769268,3.937767507,5.173397765,6.559946241,0.091256028,0.150047579,-0.058791551
??,388950,4.042436568,1763355,3.937671137,5.113830907,6.559418297,-0.300537131,0.148392852,-0.448929983
ñµèÇ,428530,4.047064804,1750452,3.937459438,5.123936192,6.558259281,-0.234070955,0.144760165,-0.37883112
ínà ,321043,4.032955485,1749945,3.93745108,5.093310391,6.558213543,-0.435508125,0.144616808,-0.580124933
äi,364082,4.039220024,1747947,3.937418113,5.106842383,6.558033151,-0.346503232,0.144051409,-0.490554641
ëSånóÒ,61808,3.931239663,1743648,3.93734702,4.88563862,6.557644221,-1.801441833,0.14283239,-1.944274223
â–,489813,4.053277492,1732646,3.937164079,5.137595694,6.556643922,-0.144227379,0.139697168,-0.283924547
âπûŸò,178534,4.001154544,1731858,3.937150921,5.02610371,6.556572003,-0.87755121,0.139471751,-1.017022961
ñã,680597,4.067759716,1730772,3.937132774,5.169882251,6.556472824,0.068133196,0.139160898,-0.071027702
ùk,463856,4.050770239,1730772,3.937132774,5.132069834,6.556472824,-0.180572995,0.139160898,-0.319733893
?,222879,4.013696714,1729869,3.937117674,5.052327033,6.556390305,-0.70507076,0.138902259,-0.843973019
ê[ìx,225678,4.014383001,1724946,3.93703518,5.053772201,6.555939567,-0.695565356,0.137489518,-0.833054874
ñ≥ìG,405232,4.044407972,1717506,3.936909951,5.118128038,6.555255618,-0.272273322,0.135345824,-0.407619146
ÁÖû£,191756,4.005265357,1715859,3.936882137,5.034660061,6.555103759,-0.821272944,0.134869855,-0.956142799
éœ,388950,4.042436568,1715504,3.936876138,5.113830907,6.555071005,-0.300537131,0.134767196,-0.435304327
EP10,51453,3.917283194,1705611,3.936708323,4.858603062,6.55415515,-1.979264651,0.131896643,-2.111161294
ê¬îN,142441,3.987695191,1702569,3.936656478,4.99834096,6.553872328,-1.060157044,0.131010198,-1.191167242
âÓãx,115379,3.974476513,1685450,3.936362546,4.971431836,6.552270027,-1.237148258,0.125988127,-1.363136386
ñ‘óF,92015,3.959531873,1684956,3.936354009,4.941408512,6.552223517,-1.434622715,0.125842353,-1.560465068
Joey,437782,4.048070809,1680105,3.93627001,5.126140585,6.551765981,-0.219571846,0.124408305,-0.343980151
?ë∫,166170,3.996954943,1674120,3.936165957,5.017400305,6.551199431,-0.934796714,0.122632573,-1.057429288
éeî—,106671,3.969383475,1669336,3.93608245,4.961153797,6.550744923,-1.304750707,0.121208015,-1.425958722
è’?,42265,3.901625785,1667472,3.936049832,4.828619098,6.550567434,-2.176480229,0.120651714,-2.297131943
çÇíqè§,334739,4.035056376,1665936,3.93602292,5.097837068,6.550421009,-0.405734505,0.120192775,-0.52592728
ï°,272992,4.024603399,1663688,3.935983477,5.075425604,6.550206434,-0.553142956,0.119520238,-0.672663194
û‹óÕ,390234,4.042595707,1661358,3.935942524,5.114177395,6.549983687,-0.298258156,0.118822085,-0.417080241
èóñπ,548074,4.058352064,1651156,3.935762367,5.148836217,6.549004213,-0.070294319,0.115752131,-0.186046449
?êl,158678,3.994217609,1648905,3.93572243,5.011747514,6.548787179,-0.9719772,0.115071884,-1.087049084
ö˙éz?,445268,4.048865756,1634712,3.935469041,5.12788452,6.547410991,-0.208101343,0.110758519,-0.318859862
ã∆,687885,4.068210163,1630728,3.935397421,5.170896947,6.547022268,0.074807228,0.10954015,-0.034732923
ÁzùÃ,343504,4.036345927,1612011,3.935058004,5.100621283,6.545181576,-0.387421696,0.103770893,-0.491192589
ë‘ìx,197552,4.006958432,1612011,3.935058004,5.038194882,6.545181576,-0.798023123,0.103770893,-0.901794016
ëÂåˆ,220942,4.013215516,1608300,3.934990124,5.051314386,6.544813759,-0.71173131,0.10261805,-0.81434936
ìf,569007,4.060014863,1598844,3.934816274,5.152536192,6.543872179,-0.045958222,0.099666869,-0.14562509
?ãµ,166770,3.997167549,1595930,3.934762441,5.017840011,6.543580751,-0.931904602,0.098753449,-1.030658051
élå¬,111525,3.972283112,1593405,3.934715695,4.96699945,6.54332774,-1.266301698,0.097960441,-1.364262139
ÂYêl,353840,4.037815356,1592526,3.9346994,5.103799187,6.543239556,-0.36651945,0.097684048,-0.464203498
åàóÙ,214265,4.011515964,1592526,3.9346994,5.047742061,6.543239556,-0.735227812,0.097684048,-0.83291186
ãñä•åÜ,119404,3.976672648,1592526,3.9346994,4.975878911,6.543239556,-1.207898211,0.097684048,-1.305582258
ô_ì˙,291299,4.027985365,1575370,3.934379101,5.082646514,6.541507334,-0.505648371,0.092254768,-0.597903139
ã÷äı,82225,3.951800473,1573680,3.934347314,4.926033955,6.541335546,-1.53574684,0.091716334,-1.627463175
‰p,591050,4.061686056,1567662,3.934233776,5.156263338,6.540722123,-0.021443411,0.08979369,-0.1112371
äxå™,390234,4.042595707,1565722,3.934197059,5.114177395,6.540523809,-0.298258156,0.089172118,-0.387430274
òTåQ,220539,4.013114746,1563282,3.934150798,5.051102391,6.54027399,-0.713125685,0.088389113,-0.801514798
éÊë„,297915,4.029143539,1562502,3.934135991,5.085125902,6.540194037,-0.489340523,0.088138517,-0.57747904
?,659846,4.066443812,1549244,3.933882888,5.166921719,6.538828109,0.048660686,0.083857309,-0.035196623
?äJ,123569,3.978850914,1547898,3.933857041,4.980298955,6.538688698,-1.178825956,0.083420355,-1.262246311
